TCGA-BJ-A28Z-01A;TCGA-EM-A3AP-01A;TCGA-DJ-A2PX-01A;TCGA-DJ-A3UT-01A;TCGA-DJ-A2PX-01A;TCGA-H2-A421-01A;TCGA-BJ-A0Z2-01A;TCGA-EM-A1CU-01A;TCGA-DJ-A3VL-01A;TCGA-FY-A40M-01A;TCGA-EM-A4FF-01A;TCGA-BJ-A0ZF-01A;TCGA-ET-A3BQ-01B;TCGA-FE-A236-01A;TCGA-EL-A3CY-01A;TCGA-DJ-A3V0-01A;TCGA-IM-A3U3-01A;TCGA-BJ-A45I-01A;TCGA-EM-A4FK-01A;TCGA-ET-A25N-01A;TCGA-ET-A25R-01A;TCGA-EL-A3ZP-01A;TCGA-DJ-A13R-01A;TCGA-BJ-A192-01A;TCGA-FY-A3NN-01A;TCGA-EM-A22L-01A;TCGA-DE-A0Y3-01B;TCGA-FE-A22Z-01A;TCGA-DJ-A4UQ-01A;TCGA-DJ-A4UT-01A;TCGA-EM-A4FV-01A;TCGA-ET-A25L-01A;TCGA-KS-A41F-01A;TCGA-DJ-A4V4-01A;TCGA-IM-A3U3-01A;TCGA-EM-A2OW-01A;TCGA-BJ-A28S-01A;TCGA-DJ-A4V2-01A;TCGA-BJ-A3PR-01A;TCGA-DJ-A3V3-01A;TCGA-ET-A3BX-01A;TCGA-EL-A3H7-01A;TCGA-EL-A3T7-01A;TCGA-BJ-A45F-01A;TCGA-DJ-A4V0-01A;TCGA-DJ-A4UQ-01A;TCGA-DJ-A4UQ-01A;TCGA-EL-A4K7-01A;TCGA-DJ-A4V2-01A;TCGA-DJ-A3VA-01A;TCGA-EL-A3H8-01A;TCGA-ET-A40P-01A;TCGA-EL-A3H3-01A;TCGA-FE-A232-01A;TCGA-FY-A3R8-01A;TCGA-IM-A4EB-01A;TCGA-EM-A4FH-01A;TCGA-DE-A0Y2-01A;TCGA-EL-A3ZQ-11A;TCGA-BJ-A3PR-11A;TCGA-KS-A41J-11A;TCGA-EL-A3MY-11A;TCGA-BJ-A2NA-11A;TCGA-EL-A3GZ-11A;TCGA-EL-A3T8-11A;TCGA-EL-A3TB-11A;TCGA-EL-A3ZT-11A;TCGA-DO-A1JZ-11A;TCGA-H2-A2K9-11A;TCGA-EL-A3ZG-11A;TCGA-EL-A3MW-11A;TCGA-BJ-A28R-11A;TCGA-EM-A1YC-11A;TCGA-ET-A2MX-11C;TCGA-BJ-A290-11A;TCGA-EL-A3TA-11A;TCGA-BJ-A2N9-11A;TCGA-BJ-A3PU-11A;TCGA-EM-A1CT-11A;TCGA-EL-A3ZS-11A;TCGA-BJ-A2N7-11A;TCGA-EL-A3ZH-11A;TCGA-ET-A3DW-11A;TCGA-ET-A2N5-11B;TCGA-EM-A3ST-11A;TCGA-EL-A3T1-11A;TCGA-EM-A1CV-11A;TCGA-EM-A1CW-11A;TCGA-EL-A3N3-11A;TCGA-EL-A3MX-11A;TCGA-EL-A3ZL-11A;TCGA-EL-A3ZR-11A;TCGA-EL-A3ZK-11A;TCGA-GE-A2C6-11A;TCGA-BJ-A28W-11A;TCGA-EL-A3ZP-11A;TCGA-EL-A3T7-11A;TCGA-KS-A41I-11A;TCGA-BJ-A28X-11A;TCGA-EL-A3T0-11A;TCGA-EL-A3T6-11A;TCGA-EL-A3H1-11A;TCGA-EL-A3N2-11A;TCGA-E8-A2JQ-11A;TCGA-EM-A1CU-11A;TCGA-EL-A3ZO-11A;TCGA-EL-A3H7-11A;TCGA-KS-A41L-11A;TCGA-EM-A1CS-11A;TCGA-EL-A3H2-11A;TCGA-BJ-A2N8-11A;TCGA-FY-A3TY-11A;TCGA-EL-A3T2-11A;TCGA-EL-A3ZM-11A;TCGA-EL-A3T3-11A;TCGA-ET-A3DP-11A
10.095397022792556;9.147204924942228;9.60177078840771;9.46352437327118;9.60177078840771;9.868822554775;8.851749041416058;8.888743248898258;9.084808387804362;9.473705749619416;9.449148645375436;9.894817763307945;9.350939181546432;9.583082767502932;10.430452551665532;9.372865060112588;9.586839787961829;9.813781191217036;9.682994583681683;8.566054038171092;8.768184324776927;9.623881490013458;9.08746284125034;10.06204613772049;9.139551352398794;9.89178370321831;8.686500527183219;9.084808387804362;9.571752643503546;9.618385502258606;9.46352437327118;8.366322214245816;7.592457037268081;8.686500527183219;9.586839787961829;9.992938336165814;8.90388184573618;9.057991722759176;10.643856189774723;9.38586240064146;9.620219825507489;9.861086905995396;9.413627929024171;8.965784284662087;9.64745842645492;9.571752643503546;9.571752643503546;8.64745842645492;9.057991722759176;9.250298417906333;8.7714894695006;9.052568050804153;9.759888183221834;9.62935662007961;9.642051692927977;9.08214904135387;9.487840033823051;9.283088353024002;9.23840473932508;9.804131021183318;9.481799431665753;9.26209484537018;9.442943495848729;9.055282435501187;9.233619676759702;9.672425341971495;8.754887502163468;9.118941072723509;9.611024797307351;8.169925001442312;8.939579214314692;9.661778097771988;8.854868383260236;9.312882955284357;9.569855608330949;9.64745842645492;9.935165049603697;9.640244936222343;9.72451385311995;9.564149489985732;9.39231742277876;9.269126679149418;9.447083226209651;9.453270634010623;9.057991722759176;9.581200581924955;8.957102041562287;7.700439718141092;9.7515440590891;9.842350343413807;9.005624549193879;9.139551352398794;9.485829308701904;9.654636028527968;9.560332834212442;9.41574176829009;8.954196310386875;9.7714894695006;10.1357092861044;9.41574176829009;9.489847960439295;9.79603960882977;9.113742166049189;10.20212382383046;8.640244936222345;8.918863237274595;9.154818109052105;9.501837184902296;9.899356922923111;9.620219825507489;10.030667136246942;8.658211482751796;9.434628227636724;9.337621901992508;9.679480099505446;9.257387842692651
14.861716977916164;15.374801769046304;15.283124535732409;15.013279049911516;15.283124535732409;15.448116305409464;15.485829308701904;16.255047016599335;13.9762060901486;15.913520564269817;15.400178993625431;16.384530824670186;16.500312844171088;15.76274536605977;14.951922128761304;15.32027170818185;15.658685681878174;15.23545333389011;15.60611599692373;16.05061392748543;14.935072944069084;15.58502120293836;13.337203749714552;15.791442729595753;15.439214049340384;15.798142681665746;15.43250927757367;15.118089410763382;15.605392703729484;14.913497190377948;15.322456328874184;14.189747357807576;13.132178380915544;14.723820903206144;15.658685681878174;14.896285095453251;14.680634233616203;16.024079131005227;14.78386790330306;15.581818444783185;16.786831156429674;15.720832077369678;16.450454142443288;13.927222402724643;15.51459078374572;15.605392703729484;15.605392703729484;14.199595668955244;16.024079131005227;15.829004181238506;15.913053014465556;14.801607326314375;15.827938080144987;15.47043645413948;15.673529924401144;15.361018496885968;15.897490976768148;15.839966474465504;15.963392840038406;14.600377553107844;16.18359661550095;16.090608674341276;15.380866867456533;15.462981472451387;15.478548446573452;16.207052461991463;15.805290440031529;16.400662668940345;16.325621677625207;14.875605381852449;16.19834911439086;15.407765663075432;14.782486378978945;15.496572948686955;16.68071663644777;15.967834159685438;16.10470112100432;16.162076570374314;15.850040294276956;12.340128273700588;16.54307714550171;16.263360906611744;15.66266837551754;15.862443642212297;15.08219063136327;15.503794687923309;15.876061236205071;15.381272555711789;15.66041379438262;16.165201436378236;15.675516044082778;15.644644947968796;15.626564618694632;14.756869011549092;13.990990303530822;15.593040911589412;16.003210437026794;14.91564600478507;15.078275920403948;15.78481374010061;15.693677518307336;15.84379840129866;15.713332810280487;15.392988162965136;15.677471904877132;15.38562651473644;16.02524772573819;16.150421637625772;16.251020029107448;15.843234077004007;16.849502841203268;15.615715837490388;15.41131236544125;15.147403695287522;15.916462648854507;16.239150973780703
12.921283086307383;13.432672384270308;13.311322594732095;12.802516365121225;13.311322594732095;13.17975361881042;12.880157456601813;13.173208652765974;12.275251543470327;13.228968963402728;13.25502856981873;13.326850773456409;13.668331017726826;13.607908200815574;13.20197072837312;12.766528908598865;13.322209843748894;12.81678367937856;12.99806148563642;13.14210705730255;12.771283119641003;12.98992663055989;11.893301530860564;13.100990784092762;13.047294352783004;13.720244258287568;13.280045761300384;12.696967526234287;13.080484457067568;12.778487861222372;12.760719947465624;12.046441948007311;9.899356922923111;12.310328758616798;13.322209843748894;13.024620264759832;12.742309436084;12.98903963696239;12.877859256130328;12.832494484336111;13.482933972802297;13.401279536596528;13.7070355248327;12.303209948944776;13.10901441943898;13.080484457067568;13.080484457067568;11.373952655370193;12.98903963696239;13.488969836392693;13.24555270625568;12.208539206738363;13.013846052731347;12.68365259739475;13.408595112798102;12.50928016808786;13.353146825498085;13.443461612227392;13.485326189240524;11.701306461958623;13.56379210712418;13.513850940118791;12.81678367937856;13.360572781480696;13.313449940963055;13.43827205612483;13.386670859637618;13.187042714339894;13.909143047339898;11.529918528120325;13.524051918717824;13.25797705856398;12.114393054867309;12.844901876019785;14.000528233986822;13.7238742188639;13.031701202740305;13.59735425297161;13.264442600226602;10.8193807908646;13.54978466794786;13.336646024747372;13.117967703717133;13.261213451366048;12.32895536178133;13.313449940963055;13.061539958530144;13.193371349821495;13.928795932261515;13.662557120839184;13.666667840690357;13.295625461192714;13.094242668809017;12.936453910041177;11.14210705730255;13.215381320721084;13.413098984915264;13.005273656563938;13.661889412539288;13.243769031961852;13.032390168866524;13.496354488564617;13.699138625275914;13.285257710919934;13.219319801859132;13.20074537950159;13.213559927476458;13.173833263682058;12.97656412341533;13.61114009761038;14.147363943409283;13.376939321619846;13.782793498733351;12.720458038393296;13.325867580575418;13.673640336144274
11.347067657165873;11.521600439723729;11.664891669286089;10.287712379549449;11.664891669286089;11.491853096329674;10.183635381473218;11.41204051455165;10.303780748177102;11.26620091249896;11.88378880325996;9.247927513443583;11.719388820942084;10.365228849251544;12.541096615349524;11.014717929860009;11.646558710154547;10.906890595608518;6.285402218862249;10.222794902868111;11.666667840690357;11.197216693110052;9.436711542137214;8.948367231584678;10.900112062977456;9.25502856981873;10.661778097771988;9.939579214314692;11.200898605038445;10.091435386323608;11.094077685671904;9.625708843064466;10.634811050171718;11.016808287686557;11.646558710154547;9.14974711950468;7.442943495848728;10.430452551665532;12.370414968879698;11.359200485133632;10.337621901992508;11.27786854617684;13.130570562805426;10.130570562805426;11.298635406734242;11.200898605038445;11.200898605038445;10.642954223480332;10.430452551665532;11.117643101389092;11.476746203939468;10.689124404913258;9.818582177480858;11.651948610723446;11.619302955415687;10.733862719678545;10.681238411777803;9.372865060112588;10.861862340059153;11.162391328756906;10.83289001416474;9.693486957499324;11.194756854422248;9.409390936137704;10.542064542283445;10.105908508571158;10.002815015607052;9.871905237659186;11.54882190845875;9.400879436282183;10.034798962577268;11.61194694181998;10.41679752760606;10.326429487122304;10.269126679149418;10.852529509404196;12.4542992936199;10.400879436282183;10.030667136246942;12.079818085212354;10.788718332690458;10.353146825498085;9.73978060977326;10.496853777388042;9.533329732305834;11.066761932386909;9.90388184573618;9.430452551665532;11.637530551525307;10.579315937580017;10.838416075797335;10.074141462752506;11.28886607416582;11.456354415108288;8.703903573444663;11.768597882194374;10.987974524296153;12.543273538449805;13.25915476886684;11.096715154488535;11.37937836707126;11.156715144224702;10.572700226487292;12.735132884139947;10.118941072723509;9.581200581924955;10.668884984266247;10.577428828035748;9.782998208920414;10.430452551665532;11.29117069932186;9.871905237659186;9.590587049915037;8.974414589805527;10.562242424221072;9.957102041562289
12.019938156424796;12.59269061535341;11.98299357469431;11.788718332690458;11.98299357469431;12.81277897162766;10.924070185585345;12.24436383512051;11.683871868622605;12.639114563179414;12.210975677726395;12.553629293916364;12.14274527675153;12.000704269011246;12.367687756270046;12.44785810495403;12.321364432039449;12.213408040858337;11.51422090935813;11.256208688527389;11.3701424794954;12.469896148670918;10.980139577639155;11.910642730469624;11.365775635326267;12.177419537989236;11.159871336778387;11.3292357417338;11.723234300893376;11.617008227651963;11.687375683437468;11.002815015607052;11.389093521904474;11.735979039613404;12.321364432039449;11.145932145820517;10.599912842187129;12.296916206879288;12.49859992877026;11.962173031109709;12.155766938445652;12.502583213553354;12.736190500960928;11.364134655008051;11.171176797651771;11.723234300893376;11.723234300893376;11.977995368612962;12.296916206879288;12.608947814565514;11.057991722759176;12.558420713268664;11.522091068887065;11.945077995107816;12.412305204955272;12.209757956581392;11.6142497276894;11.817783121774534;11.338736382573916;12.062383491876334;10.94397991434374;10.799281621521924;10.493855449240822;10.067434360756522;10.760719947465624;10.79766152585376;10.286557761607956;10.083479327331842;10.676838606474153;10.449148645375436;10.578372691360803;10.531381460516313;10.638435913990472;10.926295994781112;10.981567281903017;11.241387363998935;11.322491537597468;11.243769031961852;10.854089179870574;11.581200581924955;10.778898476008376;11.02997734658958;10.63117705570398;10.857203471508166;11.082814337672271;10.851749041416058;10.526499239136566;9.489847960439295;11.040289721025715;11.252074042796185;10.733015321685963;10.938844457466171;10.810571634741146;10.480790201095816;11.660441650209172;10.826548487290914;10.708221730038352;11.1767964781476;11.271463027904376;10.77561028075954;10.987264012072538;10.922584402713664;10.725366257895642;10.926295994781112;10.15608307628868;10.91139198784346;10.825753832883112;11.29232163280204;10.99929538702341;10.828136484194108;10.878817284614229;10.323054760341646;10.762382038710392;10.715104009236168;11.124121311829189;10.497851836951115
13.197677446307418;11.950555897047511;13.058668250340572;12.485074563698612;13.058668250340572;11.654636028527968;12.307770031890705;15.49597990851814;13.13747150335196;11.068106475858771;12.452756029032496;11.760719947465624;12.51865315567339;10.14338321398982;12.9683067944308;12.439830883981392;12.222191138456331;11.007027266893967;13.391914828931892;12.786678033890652;10.839991070539886;11.253847484987404;13.032390168866524;9.741466986401146;11.426264754702098;12.252961036393684;12.67661826358852;11.30435132166324;12.689561254285524;12.38316426063511;11.71037597120447;11.214926187942435;10.321928094887362;12.129926933510394;12.222191138456331;10.841564347730577;11.036860446673046;12.588011853215088;11.705200378063116;10.945443836377912;12.617926556798752;11.733439082899434;12.016111838220512;10.8649599151426;12.41574176829009;12.689561254285524;12.689561254285524;12.464290473850768;12.588011853215088;12.557942286787448;11.481799431665753;14.598168841844732;10.842350343413807;10.7632123668144;10.842350343413807;13.258418812598832;11.725366257895642;12.71488943423155;13.944986520293032;13.116343961237469;12.317129926384542;13.982369745096536;12.031701202740305;12.035830072835015;12.619761463298424;12.532112370794998;13.070120944476823;12.151967870968187;13.250002267840449;12.367687756270046;12.898601387403938;11.430975172588068;12.391243589427445;12.1331422124006;11.233619676759702;14.721259431774518;13.10443495055075;12.58941707576861;12.715318552331349;13.125252013928852;13.790959333698824;13.619073646817748;11.21856323619027;13.43306376512207;11.588246152044816;14.330566802880345;13.639340708652233;12.766735939529964;13.34179677239183;12.33147682185962;14.639623340652529;13.749974148845798;12.3701424794954;12.722380635163802;13.003869231979056;13.148158772937894;13.943338981049395;12.322491537597468;12.934612328171395;12.66222330531784;15.53107680524311;13.050868963290736;13.588246152044816;13.101647450030766;12.735767547266637;14.658769347899648;15.613847005405518;13.493980504070432;11.509775004326936;11.812979471251484;11.823367240046236;14.026955633002878;14.221285017810471;13.809768128710411;12.375039431346924;14.81818270494864
13.35397382181817;13.627989784315703;13.738514532429267;13.20197072837312;13.738514532429267;13.438921772434345;12.363313464373478;13.932030157887027;12.674412981837063;13.327131562682846;13.884742903579696;13.037546953962178;14.00474715754676;14.304921669581672;13.6476832678862;13.262535340526282;13.87565337330467;13.4248223873518;13.855452509744048;14.051293922803923;13.166476950816804;13.400879436282183;11.623424289869911;13.605595262378865;13.82714419098428;13.622852585863663;14.037632744408544;13.218714581067502;13.668220198888896;13.442813937675153;13.158451904538389;11.838416075797335;10.263269200372662;12.98815209769054;13.87565337330467;13.14561377551339;13.189515729800194;13.971902746045467;13.206251272060689;13.31174831500496;14.570152184555836;14.079151405421891;14.118535582110958;12.94196459298614;13.37218489648635;13.668220198888896;13.668220198888896;11.93258386928929;13.971902746045467;14.18541749109806;13.779719355143405;12.049848549450562;13.703038388986418;13.629015032522458;14.16058052953746;13.183170121042131;13.201358184030669;14.425084743242849;13.249261626599845;12.180530807344482;13.51224664282918;13.805844615494482;13.002990771840553;13.255766257128808;13.415345659275324;13.54677390880832;13.200438879597977;13.255618749839597;13.811876378336391;12.026523442519766;13.429145170478744;13.325867580575418;12.322773176454564;12.803727526553114;13.985308297255852;13.474466464132632;12.961630562578824;13.646108641506103;13.54617100226735;10.696098170955864;13.57187112541885;13.33552992757082;13.618041306851776;13.445144206553636;12.456611099574918;13.194756854422248;13.480790201095816;12.981567281903017;13.730151673173312;13.70433597118232;13.305634287546711;13.270587340447513;13.188434307113564;12.808159772868375;11.525031345124;13.18997894863252;13.220982851081777;12.808360915432784;13.35231935484684;13.37232095486726;13.153552031708111;13.80302113929134;13.60813929084344;13.248224089668474;13.338736382573916;13.155766938445652;13.35933777352322;13.30063855399372;13.267518241801469;13.536732889835417;14.225508720236;13.068274455720507;13.30862344513114;12.75258971764099;13.418379719364957;13.517546370010448
11.664447284547972;12.556266543582993;12.153552031708111;12.351767443959892;12.153552031708111;12.181152256865566;11.932952892194717;11.776433032444732;11.989394499844732;12.219168520462162;12.600377553107844;12.406470768529283;12.47826403158172;12.23661220021575;11.868050853745158;12.31174831500496;12.71037597120447;12.154501693864765;11.86611979330307;11.947636937951827;11.547858506058416;11.807354922057604;10.881113960675096;11.714245517666123;11.650154213675094;12.429929741353272;12.363313464373478;11.88340698638837;11.978710459106358;11.89822347121556;11.81698362325538;11.029287226968243;11.499845887083206;12.215532999745657;12.71037597120447;11.858758099935422;12.055282435501187;12.020632761657708;12.167731741103244;12.456867738380344;12.023754353299417;12.470658874060552;12.562242424221072;12.149111990706889;11.975847968006784;11.978710459106358;11.978710459106358;11.95164898590462;12.020632761657708;12.0744760007345;11.52845411076479;12.323054760341646;11.456354415108288;12.290594888082572;12.14051027236822;12.057991722759176;12.544240006441658;12.076147528022505;12.43306376512207;12.298635406734242;12.39419471001943;12.030667136246942;12.1270270430046;12.199672344836364;12.234518085739987;12.492604304386685;12.088125692188209;12.004571615167656;12.390168956200185;11.389631339260522;12.034798962577268;11.883025068440173;12.053586543639174;12.347898144596012;12.733650916838716;12.41415667927414;12.265615046484458;12.654188473059545;12.450695771572915;10.59898297103609;12.484319423644267;12.090112419664289;12.127349541059118;12.491352073563435;12.273212809854334;11.91737207947684;12.44190670454224;11.240791332161956;12.177730967033272;12.82097669262124;12.345959596404112;12.235715094761895;11.798471801101618;11.325305455089682;11.733015321685963;11.669328004395904;12.370687406807216;11.896710815726117;12.187352073200495;12.096715154488535;12.043710863347156;12.220680621052203;12.168358727223886;11.642954223480332;11.760719947465624;12.14433959124784;12.111461739857722;12.286557761607956;12.240195053979924;12.208539206738363;12.709730036543627;12.038918989292302;12.582377235640692;11.860311054919482;12.459431618637296;12.3009244909763
11.30720080914081;13.034111146096592;12.65798827627794;11.975847968006784;12.65798827627794;12.338457843130849;12.096056239180946;13.099676554859643;12.226713224618962;12.58096513597733;12.67087750439698;13.282364508223864;12.563672959827514;12.818582177480858;12.447083226209651;12.205793249397155;12.756556322524087;12.295481973695368;12.002111776479852;12.399277924508969;12.127671967038982;11.246740598493144;11.165535141377925;12.974414589805528;12.085804380278086;12.770870331357534;12.831505185085328;12.032045726930807;11.934796592178404;11.72749506902543;11.759888183221834;11.139551352398794;9.89026427702111;11.88149638481011;12.756556322524087;11.7300455028792;11.929628283024565;12.621365094314864;11.956013078088098;11.115693952197011;13.226713224618962;12.940497134458203;12.502334580197996;11.381542951184583;12.076147528022505;11.934796592178404;11.934796592178404;10.99506046703272;12.621365094314864;12.587308728333545;12.449664538476192;11.352595231134304;12.562003863651553;12.079484783826816;12.4812949046311;12.508042334429003;12.214622686302336;12.731319031025064;12.460711852141213;11.5980525001616;12.60293079091524;12.871327736134008;12.37531099747307;12.301210371298426;12.723447638422918;12.178664851006472;12.222794902868111;11.993646060016596;12.97280033522448;11.43827205612483;12.4655664048094;12.34318571544788;11.82137539237254;12.004922678569043;13.015937673309226;12.357826882210777;12.025831668332026;12.439830883981392;12.621822947394202;11.023754353299417;12.735979039613404;12.250002267840449;12.870557374326417;12.720244258287568;11.828533210455618;11.850186837645774;12.600377553107844;12.334552633752422;12.62844554013718;12.612177385880992;12.824362133569483;12.037203741151972;11.836444911341369;12.340684654363438;10.802516365121225;11.794415866350104;12.27786854617684;11.800495500466813;12.33622758948339;12.271463027904376;12.279900715802762;12.809768128710411;13.456097684964202;12.404875455015208;12.95637615724967;12.23212108408222;12.616319096976865;12.266493756312183;12.220075970984304;12.562480945349316;13.143702076857933;12.06204613772049;12.626393504173995;11.85642552862553;12.502831804066744;12.810370800183728
14.479148694154771;16.466363289000675;15.003166506665169;14.494543116698312;15.003166506665169;14.749869427396844;14.190442018782823;15.215646748549842;13.883311516379342;15.046314043841186;15.49775829819264;14.331896637093454;15.555487857818244;15.04746477331842;14.272338184158624;14.348451537407128;15.11946804019348;15.314583244274194;14.18820246817996;15.67849010630065;14.617926556798752;14.634243841577469;12.079484783826816;13.745989380245254;14.702659707570357;16.323265912195794;16.08594957174813;15.607012377167775;14.54393805473774;15.418050239143165;14.773654362961867;14.264955662710037;14.13065099628137;14.410981267043796;15.11946804019348;13.705092355522472;14.456611099574918;15.74236207285876;14.93004427839366;14.932860645317168;16.95585420221719;16.030559378350752;15.683981491740386;14.501588422932391;14.452756029032496;14.54393805473774;14.54393805473774;14.703525119085612;15.74236207285876;15.323793656665552;14.982191458511918;14.423575544918128;14.449922415863757;14.746829194016122;15.575716500244098;15.089202175838755;13.62662165235837;16.432297211295985;13.279320387942608;13.090608674341276;13.637530551525307;14.081400216090197;13.065416134676548;13.78320289006439;13.401146182153498;13.29619926851494;12.87824254386927;13.918956383482517;13.691089186236532;11.50084187955693;13.651724433108065;12.97710100677111;12.64565843240871;12.955104980216555;14.050783956364931;13.415081526165672;13.296486086615465;13.482303782323182;13.326429487122304;9.850186837645774;13.632200042185133;13.199058823653022;13.523929443651667;13.658546227725854;12.749031382040204;14.038404628941894;13.465056167831175;12.470913026274877;13.79796543240424;14.004044859837435;12.585432051592962;13.07865119332527;13.524419281544802;12.121857245612654;13.11504365016171;13.443202577297011;13.088788238716909;12.398476501449256;12.998766701361516;12.908767882849189;13.20869160678508;14.035658272294071;12.60408986146918;12.798269274949693;12.467860240707878;13.11699367754698;13.221889161471266;13.251186503524336;13.47281774209204;13.618041306851776;14.39332341615394;13.125574908970686;13.101319154423276;12.381542951184583;13.501588422932391;13.746409348239164
