TCGA-DJ-A1QF-01A;TCGA-FE-A230-01A;TCGA-EM-A3SU-01A;TCGA-ET-A40T-01A;TCGA-BJ-A3PU-01A;TCGA-EL-A3H5-01A;TCGA-CE-A481-01A;TCGA-EM-A2CP-01A;TCGA-EM-A2CO-01A;TCGA-EM-A3OA-01A;TCGA-EL-A4KH-01A;TCGA-ET-A3BS-01A;TCGA-EM-A3FK-01A;TCGA-E8-A413-01A;TCGA-BJ-A290-01A;TCGA-EM-A1YE-01A;TCGA-EL-A3ZS-01A;TCGA-FE-A235-01A;TCGA-E3-A3E2-01A;TCGA-BJ-A3PU-01A;TCGA-BJ-A0ZE-01A;TCGA-DJ-A13L-01A;TCGA-J8-A42S-01A;TCGA-DJ-A2PV-01A;TCGA-DJ-A13S-01A;TCGA-EM-A2CT-01A;TCGA-EL-A3T9-01A;TCGA-KS-A41J-01A;TCGA-EL-A4K4-01A;TCGA-EM-A3SU-01A;TCGA-EL-A3CY-01A;TCGA-EM-A2CO-01A;TCGA-EM-A1YD-01A;TCGA-DJ-A1QN-01A;TCGA-DJ-A4V0-01A;TCGA-DJ-A2PR-01A;TCGA-EL-A3D6-01A;TCGA-EL-A3H2-01A;TCGA-EL-A3GY-01A;TCGA-DJ-A2Q5-01A;TCGA-EM-A2P1-01A;TCGA-EL-A4K1-01A;TCGA-CE-A482-01A;TCGA-BJ-A0Z3-01A;TCGA-E8-A434-01A;TCGA-ET-A2N3-01B;TCGA-DJ-A2PS-01A;TCGA-EL-A3ZR-01A;TCGA-EL-A3TB-01A;TCGA-ET-A25R-01A;TCGA-ET-A3DR-01A;TCGA-H2-A3RH-01A;TCGA-J8-A4HY-01A;TCGA-E8-A44M-01A;TCGA-EM-A3AL-01A;TCGA-ET-A3BW-01A;TCGA-EM-A3OB-01A;TCGA-EM-A3ST-01A;TCGA-EL-A3ZQ-11A;TCGA-BJ-A3PR-11A;TCGA-KS-A41J-11A;TCGA-EL-A3MY-11A;TCGA-BJ-A2NA-11A;TCGA-EL-A3GZ-11A;TCGA-EL-A3T8-11A;TCGA-EL-A3TB-11A;TCGA-EL-A3ZT-11A;TCGA-DO-A1JZ-11A;TCGA-H2-A2K9-11A;TCGA-EL-A3ZG-11A;TCGA-EL-A3MW-11A;TCGA-BJ-A28R-11A;TCGA-EM-A1YC-11A;TCGA-ET-A2MX-11C;TCGA-BJ-A290-11A;TCGA-EL-A3TA-11A;TCGA-BJ-A2N9-11A;TCGA-BJ-A3PU-11A;TCGA-EM-A1CT-11A;TCGA-EL-A3ZS-11A;TCGA-BJ-A2N7-11A;TCGA-EL-A3ZH-11A;TCGA-ET-A3DW-11A;TCGA-ET-A2N5-11B;TCGA-EM-A3ST-11A;TCGA-EL-A3T1-11A;TCGA-EM-A1CV-11A;TCGA-EM-A1CW-11A;TCGA-EL-A3N3-11A;TCGA-EL-A3MX-11A;TCGA-EL-A3ZL-11A;TCGA-EL-A3ZR-11A;TCGA-EL-A3ZK-11A;TCGA-GE-A2C6-11A;TCGA-BJ-A28W-11A;TCGA-EL-A3ZP-11A;TCGA-EL-A3T7-11A;TCGA-KS-A41I-11A;TCGA-BJ-A28X-11A;TCGA-EL-A3T0-11A;TCGA-EL-A3T6-11A;TCGA-EL-A3H1-11A;TCGA-EL-A3N2-11A;TCGA-E8-A2JQ-11A;TCGA-EM-A1CU-11A;TCGA-EL-A3ZO-11A;TCGA-EL-A3H7-11A;TCGA-KS-A41L-11A;TCGA-EM-A1CS-11A;TCGA-EL-A3H2-11A;TCGA-BJ-A2N8-11A;TCGA-FY-A3TY-11A;TCGA-EL-A3T2-11A;TCGA-EL-A3ZM-11A;TCGA-EL-A3T3-11A;TCGA-ET-A3DP-11A
9.67595703294175;9.14974711950468;9.247927513443583;9.590587049915037;9.076815597050832;8.682994583681683;9.936637939002573;10.236014191900084;9.794415866350104;10.61378946447258;9.247927513443583;10.001408194392807;8.894817763307943;9.51175265376738;9.923327485419192;9.084808387804362;9.681238411777803;9.523561956057012;9.473705749619416;9.076815597050832;8.76487159073609;9.714245517666123;9.194756854422248;9.296916206879288;9.731319031025064;9.700439718141093;9.972979786066292;9.73978060977326;9.211888294546004;9.247927513443583;10.430452551665532;9.794415866350104;9.090112419664289;10.211888294546004;9.64745842645492;9.364134655008051;8.930737337562887;9.7515440590891;9.914385132155443;9.977279923499916;9.417852514885896;8.618385502258606;9.51175265376738;10.31741261376487;9.620219825507489;9.523561956057012;8.839203788096944;9.084808387804362;9.60917873814198;8.768184324776927;8.794415866350105;9.688250309133178;9.29920801838728;10.080817527608328;10.274960472140602;8.829722735086058;9.620219825507489;9.689997971419446;9.23840473932508;9.804131021183318;9.481799431665753;9.26209484537018;9.442943495848729;9.055282435501187;9.233619676759702;9.672425341971495;8.754887502163468;9.118941072723509;9.611024797307351;8.169925001442312;8.939579214314692;9.661778097771988;8.854868383260236;9.312882955284357;9.569855608330949;9.64745842645492;9.935165049603697;9.640244936222343;9.72451385311995;9.564149489985732;9.39231742277876;9.269126679149418;9.447083226209651;9.453270634010623;9.057991722759176;9.581200581924955;8.957102041562287;7.700439718141092;9.7515440590891;9.842350343413807;9.005624549193879;9.139551352398794;9.485829308701904;9.654636028527968;9.560332834212442;9.41574176829009;8.954196310386875;9.7714894695006;10.1357092861044;9.41574176829009;9.489847960439295;9.79603960882977;9.113742166049189;10.20212382383046;8.640244936222345;8.918863237274595;9.154818109052105;9.501837184902296;9.899356922923111;9.620219825507489;10.030667136246942;8.658211482751796;9.434628227636724;9.337621901992508;9.679480099505446;9.257387842692651
16.129725740454873;14.99081307915361;14.312244829933343;15.565042560010466;15.329375911278811;13.785758957209914;15.145136088281756;14.977861249676913;15.448180848303595;15.761577202383563;14.702984297726418;15.964228040007171;16.606867837374153;15.312244829933343;15.557613276524698;15.559138055642384;15.783919045472931;15.826349864720092;15.630494661505578;15.329375911278811;14.879296060392983;15.557134582161952;15.926527652543044;15.641317970887572;15.710725731764374;15.399211156255298;15.779668063878946;15.384142919546472;15.762823210017428;14.312244829933343;14.951922128761304;15.448180848303595;16.486536523723284;15.95196764754346;15.51459078374572;15.4757334309664;16.062404573892056;16.421834726302933;15.998105571719966;15.616433974951278;15.142466090482465;14.891166629310485;15.662557120839184;16.164023036671388;15.56955897112606;15.377956091723872;15.59840149706873;14.702605602110248;15.782588759494963;14.935072944069084;15.74136164559274;15.95183108688825;15.01105249980062;14.9721271956999;16.067287293829256;15.655921977648722;15.006238406011713;14.756712675508098;15.963392840038406;14.600377553107844;16.18359661550095;16.090608674341276;15.380866867456533;15.462981472451387;15.478548446573452;16.207052461991463;15.805290440031529;16.400662668940345;16.325621677625207;14.875605381852449;16.19834911439086;15.407765663075432;14.782486378978945;15.496572948686955;16.68071663644777;15.967834159685438;16.10470112100432;16.162076570374314;15.850040294276956;12.340128273700588;16.54307714550171;16.263360906611744;15.66266837551754;15.862443642212297;15.08219063136327;15.503794687923309;15.876061236205071;15.381272555711789;15.66041379438262;16.165201436378236;15.675516044082778;15.644644947968796;15.626564618694632;14.756869011549092;13.990990303530822;15.593040911589412;16.003210437026794;14.91564600478507;15.078275920403948;15.78481374010061;15.693677518307336;15.84379840129866;15.713332810280487;15.392988162965136;15.677471904877132;15.38562651473644;16.02524772573819;16.150421637625772;16.251020029107448;15.843234077004007;16.849502841203268;15.615715837490388;15.41131236544125;15.147403695287522;15.916462648854507;16.239150973780703
14.22204015786482;13.049338071751931;12.061033601681112;13.124444460008585;11.97513145692134;12.794821973331224;13.225056771699682;12.857203471508166;12.12347479824414;13.969296574957337;11.62067804213541;13.393122273589531;13.37978447405238;13.25974326369078;13.500094949671809;11.507299124122763;13.133302788397303;12.294333559671829;12.889503963411476;11.97513145692134;11.535761377986656;12.947454306767218;12.659103963473662;13.59210659921748;13.199212228410556;13.456226055746944;13.671209323704815;12.389631339260522;12.415477707697994;12.061033601681112;13.20197072837312;12.12347479824414;13.144658242831882;13.99408821118647;13.10901441943898;13.66478058593351;12.919980595048962;13.230470832204706;13.766942940755785;13.613098794209224;13.462502272597265;12.042685372219353;13.237658118679688;13.495730134445342;13.108687796154612;13.232870575002964;13.271463027904376;12.7054163988827;12.974593839981678;12.771283119641003;12.706927639617405;13.235415935602528;12.41574176829009;13.002111776479852;13.874405076409488;13.211432058298838;13.124121311829189;12.584257887744569;13.485326189240524;11.701306461958623;13.56379210712418;13.513850940118791;12.81678367937856;13.360572781480696;13.313449940963055;13.43827205612483;13.386670859637618;13.187042714339894;13.909143047339898;11.529918528120325;13.524051918717824;13.25797705856398;12.114393054867309;12.844901876019785;14.000528233986822;13.7238742188639;13.031701202740305;13.59735425297161;13.264442600226602;10.8193807908646;13.54978466794786;13.336646024747372;13.117967703717133;13.261213451366048;12.32895536178133;13.313449940963055;13.061539958530144;13.193371349821495;13.928795932261515;13.662557120839184;13.666667840690357;13.295625461192714;13.094242668809017;12.936453910041177;11.14210705730255;13.215381320721084;13.413098984915264;13.005273656563938;13.661889412539288;13.243769031961852;13.032390168866524;13.496354488564617;13.699138625275914;13.285257710919934;13.219319801859132;13.20074537950159;13.213559927476458;13.173833263682058;12.97656412341533;13.61114009761038;14.147363943409283;13.376939321619846;13.782793498733351;12.720458038393296;13.325867580575418;13.673640336144274
12.396069557639867;10.842350343413807;10.417852514885896;11.24852060493843;10.807354922057604;10.0566377151132;10.501837184902296;10.660887270302569;10.040289721025715;7.22881869049588;11.7279204545632;12.79766152585376;10.846273911349906;11.16804526822409;10.014020470314934;9.095397022792556;11.369597346278676;11.691743519171276;12.3066313617125;10.807354922057604;8.89178370321831;11.7402023887679;11.712527000439824;11.36194377373524;11.710806433699352;7.515699838284043;11.4189067312579;12.180530807344482;10.510764167917891;10.417852514885896;12.541096615349524;10.040289721025715;9.022367813028454;12.699355555588465;11.298635406734242;11.3701424794954;11.048486873992337;11.823367240046236;11.661332752795186;12.85972889267839;11.888362741170644;11.068778277985412;10.632995197142955;13.02911464546904;10.96289600533726;7.066089190457772;11.3409627642517;9.398743691938192;10.4655664048094;11.666667840690357;10.558420713268664;11.474212937193943;10.778077129535358;11.13699111208023;7.05528243550119;11.37775279502222;8.434628227636725;11.06339508128851;10.861862340059153;11.162391328756906;10.83289001416474;9.693486957499324;11.194756854422248;9.409390936137704;10.542064542283445;10.105908508571158;10.002815015607052;9.871905237659186;11.54882190845875;9.400879436282183;10.034798962577268;11.61194694181998;10.41679752760606;10.326429487122304;10.269126679149418;10.852529509404196;12.4542992936199;10.400879436282183;10.030667136246942;12.079818085212354;10.788718332690458;10.353146825498085;9.73978060977326;10.496853777388042;9.533329732305834;11.066761932386909;9.90388184573618;9.430452551665532;11.637530551525307;10.579315937580017;10.838416075797335;10.074141462752506;11.28886607416582;11.456354415108288;8.703903573444663;11.768597882194374;10.987974524296153;12.543273538449805;13.25915476886684;11.096715154488535;11.37937836707126;11.156715144224702;10.572700226487292;12.735132884139947;10.118941072723509;9.581200581924955;10.668884984266247;10.577428828035748;9.782998208920414;10.430452551665532;11.29117069932186;9.871905237659186;9.590587049915037;8.974414589805527;10.562242424221072;9.957102041562289
11.511258495502268;10.97656412341533;12.354524889449351;12.499596781489752;12.95746484680521;11.223398414711628;12.353422543614716;11.194756854422248;11.255618749839597;12.664891669286089;12.461223627613371;11.499845887083206;12.321928094887362;11.872674880270605;11.634811050171718;11.488844346457336;12.104926303807776;12.758431440900267;11.750288267591651;12.95746484680521;11.389631339260522;12.438012087651131;11.92035285541508;11.236014191900084;12.08746284125034;11.665780028329484;12.591989767615123;12.583082767502932;12.2940463132715;12.354524889449351;12.367687756270046;11.255618749839597;10.754887502163468;12.647008638441648;11.171176797651771;11.265615046484458;12.371232128369622;11.400345796534694;12.053586543639174;11.95383268214528;11.413098984915264;12.019243216603607;11.979782430703086;12.044052531801302;12.014717929860009;11.43514933836693;11.11178773580101;11.876133200043016;12.319672120946995;11.3701424794954;11.062720767165043;12.728558297786716;11.616089313582115;11.588714635582264;11.589651146514786;10.743992861060176;12.174613647235942;12.379919817646538;11.338736382573916;12.062383491876334;10.94397991434374;10.799281621521924;10.493855449240822;10.067434360756522;10.760719947465624;10.79766152585376;10.286557761607956;10.083479327331842;10.676838606474153;10.449148645375436;10.578372691360803;10.531381460516313;10.638435913990472;10.926295994781112;10.981567281903017;11.241387363998935;11.322491537597468;11.243769031961852;10.854089179870574;11.581200581924955;10.778898476008376;11.02997734658958;10.63117705570398;10.857203471508166;11.082814337672271;10.851749041416058;10.526499239136566;9.489847960439295;11.040289721025715;11.252074042796185;10.733015321685963;10.938844457466171;10.810571634741146;10.480790201095816;11.660441650209172;10.826548487290914;10.708221730038352;11.1767964781476;11.271463027904376;10.77561028075954;10.987264012072538;10.922584402713664;10.725366257895642;10.926295994781112;10.15608307628868;10.91139198784346;10.825753832883112;11.29232163280204;10.99929538702341;10.828136484194108;10.878817284614229;10.323054760341646;10.762382038710392;10.715104009236168;11.124121311829189;10.497851836951115
10.32755264408124;10.79766152585376;12.379649117760035;11.16804526822409;10.886458695703706;12.049848549450562;11.144020869266893;14.030494719749468;13.128638812852598;15.857227775465187;13.045759661382682;12.241387363998935;11.08746284125034;13.008953779526196;10.225207436943505;11.01262453886506;13.453785055496157;13.484319423644267;11.225809940623543;10.886458695703706;10.449148645375436;11.638888382252262;12.96686590038754;12.770044400296824;13.805542364358724;14.320165916775409;12.530893981193922;11.06339508128851;13.827938080144987;12.379649117760035;12.9683067944308;13.128638812852598;12.43254190038826;11.445532219028312;12.41574176829009;13.20181761666792;12.851163413220116;10.929258408636972;13.71091402925751;10.675074920385445;12.535761377986656;11.273212809854334;9.915879378835774;10.977279923499916;10.878050912728536;13.607792641919213;11.926666629347284;12.056299014550335;11.7047682393626;10.839991070539886;11.688250309133178;12.83110927535702;13.783305219747794;11.454813348512523;11.367414751246828;8.581200581924957;14.679590056827315;10.287712379549449;13.944986520293032;13.116343961237469;12.317129926384542;13.982369745096536;12.031701202740305;12.035830072835015;12.619761463298424;12.532112370794998;13.070120944476823;12.151967870968187;13.250002267840449;12.367687756270046;12.898601387403938;11.430975172588068;12.391243589427445;12.1331422124006;11.233619676759702;14.721259431774518;13.10443495055075;12.58941707576861;12.715318552331349;13.125252013928852;13.790959333698824;13.619073646817748;11.21856323619027;13.43306376512207;11.588246152044816;14.330566802880345;13.639340708652233;12.766735939529964;13.34179677239183;12.33147682185962;14.639623340652529;13.749974148845798;12.3701424794954;12.722380635163802;13.003869231979056;13.148158772937894;13.943338981049395;12.322491537597468;12.934612328171395;12.66222330531784;15.53107680524311;13.050868963290736;13.588246152044816;13.101647450030766;12.735767547266637;14.658769347899648;15.613847005405518;13.493980504070432;11.509775004326936;11.812979471251484;11.823367240046236;14.026955633002878;14.221285017810471;13.809768128710411;12.375039431346924;14.81818270494864
14.898884759593454;13.339710847346453;12.6142497276894;13.247334178028728;13.33622758948339;12.7300455028792;13.905951035144904;13.153393693888615;12.7868821936647;14.390706372872774;12.13827180017222;13.807354922057604;14.477631797450522;13.465948964154254;13.91429169033146;12.521845775161932;13.40832974076739;13.112928141855113;13.33734314727405;13.33622758948339;12.922770209274663;13.658769347899648;13.420618191560957;13.817283487123344;14.066930068864098;14.33427328530719;13.574711776183287;13.243322768605957;13.820378436323685;12.6142497276894;13.6476832678862;12.7868821936647;13.078484417411447;14.66855262986872;13.37218489648635;14.123151432773575;13.89926250261869;13.479401355283418;14.435344706373307;13.772314573921651;13.740096955578911;12.987264012072538;14.095232171619331;13.956194629090778;13.286413369370344;12.511258495502268;13.594791118089264;13.272338184158624;13.64779567546278;13.166476950816804;13.26532202423487;13.984151400205205;13.1705510353167;13.11162474703725;13.742730476519174;13.953378017920128;13.715104009236168;13.035830072835015;13.249261626599845;12.180530807344482;13.51224664282918;13.805844615494482;13.002990771840553;13.255766257128808;13.415345659275324;13.54677390880832;13.200438879597977;13.255618749839597;13.811876378336391;12.026523442519766;13.429145170478744;13.325867580575418;12.322773176454564;12.803727526553114;13.985308297255852;13.474466464132632;12.961630562578824;13.646108641506103;13.54617100226735;10.696098170955864;13.57187112541885;13.33552992757082;13.618041306851776;13.445144206553636;12.456611099574918;13.194756854422248;13.480790201095816;12.981567281903017;13.730151673173312;13.70433597118232;13.305634287546711;13.270587340447513;13.188434307113564;12.808159772868375;11.525031345124;13.18997894863252;13.220982851081777;12.808360915432784;13.35231935484684;13.37232095486726;13.153552031708111;13.80302113929134;13.60813929084344;13.248224089668474;13.338736382573916;13.155766938445652;13.35933777352322;13.30063855399372;13.267518241801469;13.536732889835417;14.225508720236;13.068274455720507;13.30862344513114;12.75258971764099;13.418379719364957;13.517546370010448
12.843724806299154;11.260919533662904;11.957827560833744;12.169925001442312;12.404077136241234;11.474212937193943;12.212800334429431;11.637530551525307;12.004922678569043;12.927963101003469;12.557224349454447;11.777255315191924;11.921097088106793;12.070791809423062;12.565340127208454;12.262975701227942;11.86457308177364;12.660664477461278;11.624795455860236;12.404077136241234;11.502831804066744;11.959639764364184;11.665335917185176;12.248817059278505;12.59245703726808;12.183945471757246;11.52258153125483;12.452756029032496;12.464035152189911;11.957827560833744;11.868050853745158;12.004922678569043;12.102959885910124;12.633449374713493;11.975847968006784;11.884552133987237;11.861862340059153;11.97656412341533;12.484319423644267;11.961811408087163;11.4757334309664;11.957827560833744;12.221587121264806;12.357277074642807;12.4186432493759;12.37531099747307;11.57459352733761;12.27786854617684;12.422853195944263;11.547858506058416;11.355901638328415;12.161131882984307;12.287712379549449;11.649256177517314;12.698487638557692;11.860311054919482;12.33371442609397;11.64250302878052;12.43306376512207;12.298635406734242;12.39419471001943;12.030667136246942;12.1270270430046;12.199672344836364;12.234518085739987;12.492604304386685;12.088125692188209;12.004571615167656;12.390168956200185;11.389631339260522;12.034798962577268;11.883025068440173;12.053586543639174;12.347898144596012;12.733650916838716;12.41415667927414;12.265615046484458;12.654188473059545;12.450695771572915;10.59898297103609;12.484319423644267;12.090112419664289;12.127349541059118;12.491352073563435;12.273212809854334;11.91737207947684;12.44190670454224;11.240791332161956;12.177730967033272;12.82097669262124;12.345959596404112;12.235715094761895;11.798471801101618;11.325305455089682;11.733015321685963;11.669328004395904;12.370687406807216;11.896710815726117;12.187352073200495;12.096715154488535;12.043710863347156;12.220680621052203;12.168358727223886;11.642954223480332;11.760719947465624;12.14433959124784;12.111461739857722;12.286557761607956;12.240195053979924;12.208539206738363;12.709730036543627;12.038918989292302;12.582377235640692;11.860311054919482;12.459431618637296;12.3009244909763
13.11699367754698;12.342908033791574;12.429668265133094;11.12023787734196;12.41758884038258;11.627989784315703;11.965062756744627;12.728133100306216;11.60917873814198;12.805542364358724;11.338179249900112;12.645883554519004;12.996650019175894;12.4812949046311;12.574357000565888;11.29978040285854;11.700006150882864;11.121533517340032;12.267371931265274;12.41758884038258;11.466586337719244;12.605016447911364;11.793603309279408;12.647008638441648;12.803727526553114;12.521600439723729;12.306061689428342;12.440090524950488;12.60293079091524;12.429668265133094;12.447083226209651;11.60917873814198;11.71853287606922;12.68013971776317;12.076147528022505;13.39780830865287;12.918117851031772;12.264149339723328;13.007728114632254;12.330916878114618;12.741256297092136;11.776021715252812;12.17804232886482;12.606173844717032;12.170863950411928;12.32108251801004;12.518161355756956;12.323899182397296;11.171176797651771;12.127671967038982;11.210671343785622;12.490600213019594;11.62935662007961;12.081816278109198;12.870750003346114;12.455840909126398;13.02167404285837;11.681238411777803;12.460711852141213;11.5980525001616;12.60293079091524;12.871327736134008;12.37531099747307;12.301210371298426;12.723447638422918;12.178664851006472;12.222794902868111;11.993646060016596;12.97280033522448;11.43827205612483;12.4655664048094;12.34318571544788;11.82137539237254;12.004922678569043;13.015937673309226;12.357826882210777;12.025831668332026;12.439830883981392;12.621822947394202;11.023754353299417;12.735979039613404;12.250002267840449;12.870557374326417;12.720244258287568;11.828533210455618;11.850186837645774;12.600377553107844;12.334552633752422;12.62844554013718;12.612177385880992;12.824362133569483;12.037203741151972;11.836444911341369;12.340684654363438;10.802516365121225;11.794415866350104;12.27786854617684;11.800495500466813;12.33622758948339;12.271463027904376;12.279900715802762;12.809768128710411;13.456097684964202;12.404875455015208;12.95637615724967;12.23212108408222;12.616319096976865;12.266493756312183;12.220075970984304;12.562480945349316;13.143702076857933;12.06204613772049;12.626393504173995;11.85642552862553;12.502831804066744;12.810370800183728
15.944780680751023;14.786678033890652;13.379242972670063;15.002331575532777;14.900772486445565;13.935901682267588;15.583552930466483;12.648582283363735;12.558898981146704;14.813330278557986;14.362834220554324;14.406404332341255;16.640513269719055;14.877475866534429;15.068484403046998;13.005799963509968;14.000440208419151;14.633335843724575;14.27721474041183;14.900772486445565;14.060189278463422;14.923095313185328;14.121857245612654;14.85062637846155;15.326359260771332;14.68118349694458;14.613616827902597;14.625994158014649;15.81275390721534;13.379242972670063;14.272338184158624;12.558898981146704;13.888172449665932;16.29348961056697;14.452756029032496;15.283124535732409;14.785452468158542;13.809567182259656;15.584169786920691;14.973024645289282;14.735926169433249;14.513542559928045;15.544934255619529;15.055367177786795;14.800849356187369;14.420683976428656;15.009260033118233;14.940221819733114;14.338666752754609;14.617926556798752;14.11561268047117;16.33497155502746;14.339710847346453;13.858660984722777;15.722754176076403;14.878673620892048;14.89585924951887;14.701956178268135;13.279320387942608;13.090608674341276;13.637530551525307;14.081400216090197;13.065416134676548;13.78320289006439;13.401146182153498;13.29619926851494;12.87824254386927;13.918956383482517;13.691089186236532;11.50084187955693;13.651724433108065;12.97710100677111;12.64565843240871;12.955104980216555;14.050783956364931;13.415081526165672;13.296486086615465;13.482303782323182;13.326429487122304;9.850186837645774;13.632200042185133;13.199058823653022;13.523929443651667;13.658546227725854;12.749031382040204;14.038404628941894;13.465056167831175;12.470913026274877;13.79796543240424;14.004044859837435;12.585432051592962;13.07865119332527;13.524419281544802;12.121857245612654;13.11504365016171;13.443202577297011;13.088788238716909;12.398476501449256;12.998766701361516;12.908767882849189;13.20869160678508;14.035658272294071;12.60408986146918;12.798269274949693;12.467860240707878;13.11699367754698;13.221889161471266;13.251186503524336;13.47281774209204;13.618041306851776;14.39332341615394;13.125574908970686;13.101319154423276;12.381542951184583;13.501588422932391;13.746409348239164
