TCGA-CH-5772-01A;TCGA-VN-A88K-01A;TCGA-YL-A9WL-01A;TCGA-EJ-5531-01A;TCGA-V1-A9Z8-01A;TCGA-HC-7075-01A;TCGA-YL-A8SR-01B;TCGA-ZG-A9LM-01A;TCGA-J4-A67T-01A;TCGA-V1-A8MK-01A;TCGA-KK-A8I5-01A;TCGA-KK-A8IL-01A;TCGA-YL-A8HL-01A;TCGA-ZG-A9L2-01A;TCGA-YL-A8HK-01A;TCGA-EJ-5519-01A;TCGA-EJ-7781-01A;TCGA-EJ-5506-01A;TCGA-EJ-7327-01A;TCGA-EJ-5526-01A;TCGA-EJ-A7NK-01A;TCGA-G9-7519-01A;TCGA-J9-A8CK-01A;TCGA-V1-A9O5-01A;TCGA-HC-8265-01A;TCGA-HC-A8D0-01A;TCGA-EJ-8469-01A;TCGA-G9-A9S4-01A;TCGA-VN-A88N-01A;TCGA-EJ-5503-01A;TCGA-Y6-A8TL-01A;TCGA-FC-A8O0-01A;TCGA-KK-A6E8-01A;TCGA-G9-6348-01A;TCGA-G9-6496-01A;TCGA-HC-7232-01A;TCGA-VN-A88O-01A;TCGA-VN-A88R-01A;TCGA-HC-8213-01A;TCGA-VP-A87K-01A;TCGA-V1-A9ZI-01A;TCGA-XK-AAIR-01A;TCGA-XK-AAJT-01A;TCGA-J4-A83I-01A;TCGA-EJ-5501-01A;TCGA-ZG-A9LB-01A;TCGA-KK-A59Z-01A;TCGA-J9-A52C-01A;TCGA-EJ-5542-01A;TCGA-CH-5761-01A;TCGA-EJ-5526-01A;TCGA-HC-A6AQ-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
9.834471049984222;11.776021715252812;12.45763738099176;11.268542000300124;11.199058823653022;11.873444112515376;11.615629636968098;11.367414751246828;11.30890780406394;11.449664538476192;10.958552715431011;11.39231742277876;11.4812949046311;11.263856019596082;11.229419688230417;12.39687231851056;11.205793249397155;11.26502894245816;11.436711542137214;10.203348002979762;10.846273911349906;12.156715144224702;11.537218400538595;12.113416611485944;11.60130652612184;10.945443836377912;9.859534786382651;12.292896755409172;11.783816759320182;12.107217075591382;10.830515206976838;11.826945650415484;12.461990950585571;11.69566329678802;11.257387842692651;12.043027283594547;11.871520262329112;11.8356556908398;11.1006623390052;11.815783544128184;10.740624044489412;11.239001757765582;10.447083226209651;11.26502894245816;12.389093521904474;10.14210705730255;11.083479327331842;11.458919206967591;9.970105890612182;11.482807956726669;10.203348002979762;12.651948610723446;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
11.39660478118186;12.506803437795648;13.020806360724263;12.909330593006835;11.735132884139947;12.845686055977064;12.34318571544788;12.102631888854969;12.714245517666123;12.41336348121097;11.63117705570398;12.57459352733761;12.72749506902543;12.257093144491057;12.90388184573618;13.391780606013166;13.520864182988744;13.405939193342396;13.972441366563537;13.37531099747307;12.347898144596012;12.119589620741122;12.198445041452365;13.390975006155534;12.318542809702723;11.668441828052998;12.202429966015352;12.754887502163468;12.236014191900084;13.815683492459163;11.92851837525789;12.62159403901754;10.973697366305352;12.269126679149418;11.325305455089682;13.262682142362165;12.285113188501493;11.205182326228645;11.62890115202819;13.166476950816804;11.447083226209651;12.436190995481416;11.219168520462162;12.99435343685886;13.689888804528932;11.050528905530555;11.749869427396844;11.466586337719244;13.230020435705637;13.270003253378444;13.37531099747307;11.328113894833656;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
4.857980995127572;4.700439718141092;6.845490050944375;7.05528243550119;5.954196310386875;6.066089190457772;5.285402218862249;5.392317422778761;5.044394119358453;4.247927513443585;3.906890595608519;5.643856189774724;6.066089190457772;7.569855608330948;7.108524456778169;7.971543553950772;7.22881869049588;4.754887502163468;7.491853096329675;7.066089190457772;5.643856189774724;4.643856189774724;6.108524456778169;7.845490050944375;6.523561956057013;5.169925001442312;6.807354922057604;7.22881869049588;6.266786540694901;6.491853096329675;5.169925001442312;4.643856189774724;4.857980995127572;4.169925001442312;6.930737337562887;4.700439718141092;5.169925001442312;5.392317422778761;3.169925001442312;5.392317422778761;5.0;5.491853096329675;3.700439718141092;5.491853096329675;7.936637939002571;6.700439718141092;5.930737337562887;4.584962500721156;6.6293566200796095;9.278449458220482;7.066089190457772;3.807354922057604;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
6.954196310386875;6.3750394313469245;5.614709844115208;8.348728154231077;8.118941072723507;9.280770770130603;6.6293566200796095;9.622051819456376;8.076815597050832;9.29232163280204;7.321928094887363;8.46352437327118;5.754887502163468;7.098032082960526;8.011227255423254;11.979782430703086;10.041659151637214;8.523561956057012;8.787902559391432;9.005624549193879;6.954196310386875;10.06339508128851;8.049848549450562;8.951284714966972;7.348728154231077;7.74819284958946;10.448116305409464;7.826548487290915;13.592223421359405;9.89026427702111;8.076815597050832;8.89178370321831;12.421801860469872;8.252665432450248;11.46454575033394;6.954196310386875;7.599912842187128;6.9886846867721655;7.011227255423254;6.7414669864011465;7.400879436282184;9.344295907915816;8.233619676759702;11.572226512793694;7.658211482751795;6.700439718141092;10.41679752760606;7.546894459887636;8.7714894695006;12.715318552331349;9.005624549193879;8.379378367071261;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
2.584962500721156;3.4594316186372973;2.0;4.807354922057604;3.700439718141092;3.0;1.0;3.0;5.087462841250339;4.643856189774724;2.807354922057604;3.4594316186372973;2.0;3.906890595608519;3.906890595608519;2.0;4.087462841250339;7.562242424221073;5.882643049361842;4.247927513443585;7.988684686772165;2.0;3.906890595608519;1.0;6.149747119504682;4.087462841250339;5.459431618637297;1.584962500721156;3.0;8.842350343413807;3.807354922057604;4.584962500721156;1.584962500721156;3.700439718141092;2.321928094887362;1.584962500721156;4.247927513443585;1.0;0.0;3.0;2.0;5.977279923499917;3.0;3.700439718141092;4.321928094887363;2.321928094887362;1.584962500721156;4.169925001442312;4.954196310386875;2.807354922057604;4.247927513443585;2.807354922057604;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
11.228217442293436;11.234817431117325;11.589182967039353;12.209148710355748;11.304921669581672;12.965964610272083;11.90388184573618;10.950555897047511;11.185494924210866;11.468624042918018;10.901621158346112;11.428883552010191;11.485326189240524;11.588246152044816;11.491352073563435;12.55026580686874;12.532355925288847;12.599215495017718;12.27786854617684;12.151016538892248;10.901621158346112;12.038918989292302;10.758223214726724;11.936637939002573;11.11504365016171;10.667111542075029;11.114393054867309;10.617467465294196;11.640244936222343;12.278449458220482;11.089450481115907;11.114393054867309;11.348174867535556;11.826945650415484;10.897089128312755;12.218260498797305;12.340684654363438;12.32755264408124;11.432019846812493;11.50332885662666;9.558420713268664;12.198138052401116;9.888743248898258;11.7300455028792;12.5401280385821;10.108524456778168;11.307770031890705;10.39660478118186;12.463013413449692;12.410451351503994;12.151016538892248;10.837627933171404;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
0.0;0.0;1.584962500721156;3.700439718141092;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.584962500721156;0.0;0.0;0.0;1.0;4.247927513443585;0.0;0.0;0.0;0.0;0.0;1.0;2.321928094887362;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;0.0;1.0;1.584962500721156;0.0;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
10.225207436943505;7.257387842692652;7.651051691178928;11.74104557700984;10.430452551665532;7.826548487290915;7.577428828035749;10.293471648838134;10.380461065088973;11.76445696361989;8.339850002884624;10.39660478118186;9.124121311829189;9.96289600533726;10.559377090526684;10.191059214531656;11.11699367754698;12.677499433285108;10.854089179870574;11.83880998570856;11.987619311924323;11.7402023887679;10.510764167917891;15.386367740602804;11.140829770773;10.887220615468385;8.174925682500678;10.333155350310616;9.407267764244732;13.170863950411928;9.43254190038826;12.060358182642142;10.020979938904212;10.813781191217036;8.479780264029099;10.972261848733291;10.070120944476823;7.562242424221073;8.447083226209653;8.826548487290914;8.379378367071261;11.545447181678094;10.59618975614441;9.519636252843211;11.874981347653774;9.46352437327118;10.386940245324311;10.75905593916017;10.71681946132995;8.194756854422248;11.83880998570856;10.75905593916017;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
10.54978466794786;11.766528908598865;11.486332252768664;12.152284842306582;12.1705510353167;11.689997971419446;11.733015321685963;11.502334580197996;12.177108041703692;12.30463652380727;11.105908508571158;11.638888382252262;10.105908508571158;13.059344460824423;12.16804526822409;11.873444112515376;12.41336348121097;11.61194694181998;12.93258386928929;12.125090539303256;11.678600139099458;12.507794640198696;12.597587039586216;11.712097051087548;11.521600439723729;11.613329054371054;9.888743248898258;10.390168956200185;10.52845411076479;13.262975701227942;11.543515216152167;12.460711852141213;10.40832974076739;12.325024310191417;10.62296694479051;12.37910756556115;11.34318571544788;10.266786540694902;10.539158811108033;10.707359132080883;10.65642486327778;11.980139577639155;11.43254190038826;11.70606426733497;12.48708634027127;11.36468185586456;11.822570830950168;12.19136771341894;12.276706019892432;10.90613899619538;12.125090539303256;11.332596057789214;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
10.952741247186488;12.154501693864765;12.610332801911134;12.491101496916537;12.059344460824423;13.190442018782823;12.24852060493843;11.294620748891628;12.913637428049103;12.42678889459556;11.741466986401146;12.441128621804696;12.30435132166324;11.98299357469431;12.360847084179664;12.904258282800518;12.634357301137976;12.64880694972577;12.711021616791836;12.294620748891628;12.210671343785622;12.819181178959626;12.24555270625568;13.428360172704291;11.826548487290914;11.82456102997028;10.515699838284045;11.4655664048094;11.986197587206274;13.545688495560212;12.01227534485612;12.12605911607068;11.78340754217352;12.79055213780538;10.970105890612182;12.439830883981392;12.806146803320525;11.859922972861758;11.785452468158542;12.409125710465316;10.785452468158542;12.377481688182955;11.549303368513575;12.347898144596012;13.429014367174709;11.285402218862249;12.220982851081777;11.810973220002165;12.271754805646474;12.129605011152504;12.294620748891628;12.767770648776704;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
