TCGA-YL-A8SB-01A;TCGA-HC-7740-01B;TCGA-EJ-A65B-01A;TCGA-WW-A8ZI-01A;TCGA-CH-5754-01A;TCGA-EJ-7331-01A;TCGA-HC-A6AQ-01A;TCGA-CH-5745-01A;TCGA-EJ-5506-01A;TCGA-KK-A59Z-01A;TCGA-EJ-7123-01A;TCGA-XQ-A8TA-01A;TCGA-CH-5764-01A;TCGA-HI-7170-01A;TCGA-CH-5791-01A;TCGA-HC-A9TE-01A;TCGA-2A-A8VO-01A;TCGA-EJ-A46E-01A;TCGA-EJ-A46F-01A;TCGA-J4-A67O-01A;TCGA-J4-A83I-01A;TCGA-HC-A9TE-01A;TCGA-EJ-8468-01A;TCGA-G9-6384-01A;TCGA-HC-8262-01A;TCGA-EJ-7123-01A;TCGA-HC-7738-01A;TCGA-YL-A9WJ-01A;TCGA-HC-A48F-01A;TCGA-FC-A8O0-01A;TCGA-2A-A8W3-01A;TCGA-CH-5753-01A;TCGA-VP-A87J-01A;TCGA-X4-A8KS-01A;TCGA-EJ-A7NH-01A;TCGA-H9-7775-01A;TCGA-HC-7232-01A;TCGA-G9-7519-01A;TCGA-G9-6367-01A;TCGA-G9-6336-01A;TCGA-EJ-7330-01A;TCGA-YL-A9WY-01A;TCGA-HC-8257-01A;TCGA-YL-A9WX-01A;TCGA-KC-A7FD-01A;TCGA-V1-A9ZR-01A;TCGA-FC-A4JI-01A;TCGA-XJ-A9DK-01A;TCGA-QU-A6IO-01A;TCGA-EJ-5497-01A;TCGA-HC-7213-01A;TCGA-HC-7209-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
11.374496145691516;7.714245517666122;12.30720080914081;11.226412192788786;12.445790836048076;11.339850002884624;12.651948610723446;11.30890780406394;11.26502894245816;11.083479327331842;11.701306461958623;11.421538906848276;9.541096615349524;11.714245517666123;10.722807531169549;11.051208940914766;11.075479149488016;10.7047682393626;12.581200581924955;12.89519657256334;11.26502894245816;11.051208940914766;10.140829770773;11.399277924508969;11.339850002884624;11.701306461958623;11.813380386924727;11.318542809702723;11.4757334309664;11.826945650415484;11.50084187955693;10.43254190038826;11.462502272597265;10.421012855779226;11.52258153125483;11.36139553316589;12.043027283594547;12.156715144224702;11.953468962228849;11.27786854617684;11.219168520462162;12.245255580306557;11.017504401109417;11.507299124122763;11.208234358339787;10.782179193831208;12.194141238863136;11.088125692188209;13.746829194016122;10.535275376620802;11.8356556908398;11.25089053572334;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
12.59245703726808;13.189206834597025;10.923327485419192;12.5473765634981;13.70033133854138;13.418247936305638;11.328113894833656;13.038918989292302;13.405939193342396;11.749869427396844;13.373137035802127;12.927037168720297;12.164592716712368;12.56057167123656;12.331756712255473;11.73978060977326;11.440350119200565;12.244066464194818;11.366322214245816;10.818582177480858;12.99435343685886;11.73978060977326;11.892542816648552;13.568906154502084;12.757181632816716;13.373137035802127;13.183325224524612;12.75446999527562;12.53016245322715;12.62159403901754;12.786473845221302;13.210823518780844;12.481042574933754;11.12088584278779;12.750078862693847;12.878050912728536;13.262682142362165;12.119589620741122;12.951466861932795;11.921097088106793;13.60848585649532;12.638888382252262;12.585432051592962;13.506927375344873;13.252221912938362;12.474466464132632;12.635037871183252;12.39231742277876;11.524541715035848;12.782998208920414;13.053586543639174;12.754261196514;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
6.339850002884624;4.459431618637297;6.0;5.357552004618084;9.310612781659527;5.672425341971495;3.807354922057604;4.906890595608519;4.754887502163468;5.930737337562887;6.539158811108031;10.936637939002573;5.392317422778761;6.523561956057013;6.247927513443585;5.0;5.392317422778761;4.807354922057604;6.507794640198696;3.807354922057604;5.491853096329675;5.0;3.906890595608519;6.321928094887363;6.321928094887363;6.539158811108031;7.266786540694901;6.930737337562887;5.614709844115208;4.643856189774724;7.044394119358453;5.700439718141092;5.426264754702098;5.285402218862249;5.129283016944966;5.614709844115208;4.700439718141092;4.643856189774724;4.459431618637297;5.523561956057013;6.459431618637297;7.2384047393250786;5.614709844115208;6.22881869049588;6.507794640198696;4.321928094887363;9.134426320220928;5.727920454563199;5.754887502163468;5.285402218862249;8.233619676759702;6.426264754702098;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
10.46352437327118;9.068778277985412;7.169925001442312;8.78135971352466;7.651051691178928;11.161131882984307;8.379378367071261;7.569855608330948;8.523561956057012;10.41679752760606;7.870364719583405;6.539158811108031;6.523561956057013;10.71338651493703;8.262094845370179;5.426264754702098;8.164906926675688;8.400879436282183;4.643856189774724;8.915879378835774;11.572226512793694;5.426264754702098;9.090112419664289;9.461479447286155;6.9886846867721655;7.870364719583405;9.353146825498085;7.888743248898259;5.807354922057604;8.89178370321831;7.20945336562895;6.523561956057013;7.409390936137702;9.31741261376487;8.870364719583405;8.422064766172813;6.954196310386875;10.06339508128851;9.339850002884624;7.936637939002571;9.501837184902296;8.144658242831882;8.344295907915816;8.581200581924957;6.643856189774724;7.285402218862249;6.357552004618084;8.124121311829187;7.807354922057604;9.276124405274238;8.098032082960527;6.189824558880018;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
3.584962500721156;8.280770770130603;7.426264754702098;5.700439718141092;5.129283016944966;5.285402218862249;2.807354922057604;7.108524456778169;7.562242424221073;1.584962500721156;3.0;2.321928094887362;2.321928094887362;5.129283016944966;2.0;2.321928094887362;2.584962500721156;5.426264754702098;3.321928094887362;2.807354922057604;3.700439718141092;2.321928094887362;3.906890595608519;3.169925001442312;4.643856189774724;3.0;2.584962500721156;3.700439718141092;3.0;4.584962500721156;3.4594316186372973;3.807354922057604;2.0;7.499845887083206;6.0;4.087462841250339;1.584962500721156;2.0;7.546894459887636;4.459431618637297;5.700439718141092;3.807354922057604;3.4594316186372973;5.285402218862249;3.700439718141092;2.807354922057604;1.584962500721156;5.700439718141092;6.906890595608519;2.807354922057604;3.4594316186372973;6.672425341971495;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
11.671098725748465;10.830515206976838;10.846273911349906;12.73047013718422;12.930552554336137;12.65664831174735;10.837627933171404;11.700873155140265;12.599215495017718;11.307770031890705;12.702172685365548;10.642051692927977;11.013322673425447;11.072802534544207;11.94800213097767;11.169925001442312;10.757390009366638;10.847840355630714;10.23840473932508;10.237209960755022;11.7300455028792;11.169925001442312;11.992584344005802;12.358925869154714;11.824958740528524;12.702172685365548;12.186423797538945;12.125413470483316;12.205793249397155;11.114393054867309;12.060358182642142;12.078817949961978;12.068106475858771;10.484822894262146;11.580258567499788;11.873444112515376;12.218260498797305;12.038918989292302;11.870364719583405;11.125413470483316;12.4186432493759;11.837627933171404;11.700873155140265;11.965784284662089;11.032045726930807;10.610102062999664;12.163964091412272;11.036860446673046;11.085472459181284;11.995767150877802;12.02894204332241;11.752798758435516;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
1.0;2.321928094887362;1.0;0.0;2.807354922057604;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.321928094887362;1.0;0.0;1.0;1.0;1.584962500721156;2.321928094887362;0.0;0.0;1.0;1.0;0.0;0.0;4.247927513443585;2.321928094887362;0.0;3.0;1.0;3.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.584962500721156;0.0;1.584962500721156;0.0;1.0;2.584962500721156;0.0;1.0;0.0;1.584962500721156;1.0;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
10.900866807980748;11.12023787734196;10.326429487122304;7.592457037268081;10.337621901992508;11.78749449969676;10.75905593916017;11.031356596255709;12.677499433285108;10.386940245324311;11.410451351503994;6.20945336562895;9.759888183221834;11.189824558880018;9.546894459887636;9.243173983472952;7.2384047393250786;12.458919206967591;7.3750394313469245;10.14974711950468;9.519636252843211;9.243173983472952;9.39660478118186;11.518161355756956;11.225207436943505;11.410451351503994;11.4578938373147;10.827342704234116;6.807354922057604;12.060358182642142;10.30720080914081;9.095397022792556;6.832890014164741;11.001408194392807;11.52258153125483;9.5980525001616;10.972261848733291;11.7402023887679;12.258271576282851;11.338736382573916;12.14338321398982;10.398743691938192;10.232420927176076;12.141787841671004;8.59245703726808;10.44086916761087;12.825952537523726;11.769424641552751;10.932214751968385;11.253256579781151;9.057991722759176;10.697836357962377;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
12.75049764209908;12.627305880514848;11.296916206879288;11.189206834597025;12.252074042796185;12.94288099715904;11.332596057789214;12.117643101389092;11.61194694181998;11.822570830950168;11.753216749178955;9.521600439723729;10.568906154502084;12.87209768680786;10.59245703726808;11.561287945164828;10.94397991434374;11.842350343413807;10.240791332161956;11.480285320936373;11.70606426733497;11.561287945164828;11.14210705730255;12.501588422932391;11.921097088106793;11.753216749178955;12.572463389083676;11.617467465294196;11.216745858195306;12.460711852141213;11.21856323619027;10.725366257895642;10.346513733165636;10.667998535672528;11.936269857602207;12.422853195944263;12.37910756556115;12.507794640198696;13.1527601687754;11.152918576136624;12.682775179067027;12.358925869154714;12.174613647235942;12.37531099747307;11.179287104646004;12.205793249397155;12.347621368568134;11.980139577639155;10.811374693509942;11.890644283619087;12.199672344836364;11.532355925288847;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
12.425215903299383;10.040289721025715;12.684748620421626;12.025139562278508;13.29920801838728;12.60246690183057;12.767770648776704;12.73745861857046;12.64880694972577;12.220982851081777;12.98370619265935;11.935533412950749;11.050528905530555;12.04336911395769;11.507299124122763;11.552188759557149;11.888362741170644;12.221889161471266;12.107217075591382;12.589182967039353;12.347898144596012;11.552188759557149;11.153552031708111;12.93829314415169;12.373137035802127;12.98370619265935;12.78320289006439;12.428360172704291;12.157978449945432;12.12605911607068;12.078484417411447;12.392854039872873;12.375582512490508;11.460455896309636;12.948549747245734;12.528942415064895;12.439830883981392;12.819181178959626;13.214622686302336;12.370687406807216;12.748402528398184;12.428883552010191;12.636851156626534;12.96974625081451;12.479527669256347;11.64745842645492;11.458406613236534;12.19506456372082;13.68934284613419;12.099347810403192;12.752798758435516;12.536732889835417;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
