TCGA-G9-6329-01A;TCGA-EJ-AB27-01A;TCGA-KK-A59Y-01A;TCGA-HC-7232-01A;TCGA-M7-A721-01A;TCGA-HC-A8D0-01A;TCGA-HC-7233-01A;TCGA-G9-A9S0-01A;TCGA-CH-5754-01A;TCGA-G9-6338-01A;TCGA-EJ-7331-01A;TCGA-VP-A879-01A;TCGA-2A-A8VO-01A;TCGA-KK-A7B2-01A;TCGA-ZG-A9L1-01A;TCGA-V1-A8MG-01A;TCGA-V1-A8WW-01A;TCGA-KK-A8IJ-01A;TCGA-G9-A9S0-01A;TCGA-YL-A8S8-01A;TCGA-XK-AAIW-01A;TCGA-FC-7961-01A;TCGA-FC-A4JI-01A;TCGA-HC-A76W-01A;TCGA-G9-6336-01A;TCGA-VP-A87C-01A;TCGA-V1-A9ZR-01A;TCGA-KK-A7B0-01A;TCGA-CH-5788-01A;TCGA-HC-7821-01A;TCGA-HC-7077-01A;TCGA-EJ-5509-01A;TCGA-G9-6354-01A;TCGA-EJ-7315-01A;TCGA-VP-A87E-01A;TCGA-FC-A5OB-01A;TCGA-V1-A9OF-01A;TCGA-KC-A7FE-01A;TCGA-CH-5768-01A;TCGA-HC-A631-01A;TCGA-QU-A6IP-01A;TCGA-EJ-7327-01A;TCGA-M7-A722-01A;TCGA-XK-AAJT-01A;TCGA-YL-A8SC-01A;TCGA-EJ-A46F-01A;TCGA-M7-A723-01A;TCGA-ZG-A8QX-01A;TCGA-J4-A83L-01A;TCGA-QU-A6IN-01A;TCGA-CH-5745-01A;TCGA-HC-7078-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
12.253847484987404;12.110157018954066;11.854089179870574;12.043027283594547;11.381542951184583;10.945443836377912;11.122180901259751;11.203959703239462;12.445790836048076;11.477758266443889;11.339850002884624;11.21006248324023;11.075479149488016;11.787902559391432;11.494355603532846;10.909893083770042;12.0;11.31174831500496;11.203959703239462;10.831307243802051;11.494855584491198;11.905763049602792;12.194141238863136;11.240195053979924;11.27786854617684;11.007728114632254;10.782179193831208;12.323617763291578;9.233619676759702;12.027214885159834;12.533816389433364;12.287423811683524;12.092096414990792;11.95637615724967;10.887982133058454;11.706496018061188;11.25974326369078;11.407798850221974;11.030667136246942;12.13410540040181;11.663113308455806;11.436711542137214;11.94178124227853;10.447083226209651;11.75446999527562;12.581200581924955;11.61654884377899;11.617926556798752;11.436190995481416;12.74798314030195;11.30890780406394;11.445014845868425;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
12.708006128896072;13.3151495622563;11.518161355756956;13.262682142362165;12.218260498797305;11.668441828052998;13.018895621121649;10.977279923499916;13.70033133854138;11.647008638441648;13.418247936305638;12.638888382252262;11.440350119200565;11.537218400538595;12.54978466794786;12.089450481115907;12.27786854617684;12.69566329678802;10.977279923499916;12.698704666770343;12.67815995754276;12.086136225027309;12.635037871183252;12.93110683302934;11.921097088106793;12.849405100947758;12.474466464132632;11.219168520462162;12.132178380915544;13.031528909787223;12.987974524296153;13.909049265363011;11.24198314969433;13.052398232071583;12.003869231979056;11.536732889835417;12.067770457447825;12.576956664706092;13.21856323619027;12.059006395201113;11.753216749178955;13.972441366563537;10.85642552862553;11.219168520462162;12.523806958187327;11.366322214245816;11.328674927327947;12.349004718027745;12.737036036540228;11.109177703355275;13.038918989292302;12.789329860092431;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
6.169925001442312;7.312882955284356;5.285402218862249;4.700439718141092;5.807354922057604;5.169925001442312;6.0;6.754887502163468;9.310612781659527;4.954196310386875;5.672425341971495;5.087462841250339;5.392317422778761;5.700439718141092;6.820178962415188;5.321928094887363;7.507794640198696;5.459431618637297;6.754887502163468;6.9886846867721655;9.5980525001616;7.294620748891627;9.134426320220928;5.20945336562895;5.523561956057013;7.948367231584678;4.321928094887363;6.285402218862249;7.936637939002571;5.584962500721156;7.03342300153745;7.523561956057013;3.906890595608519;6.539158811108031;5.0;5.129283016944966;5.247927513443585;5.491853096329675;7.219168520462161;7.434628227636725;5.78135971352466;7.491853096329675;5.807354922057604;3.700439718141092;8.262094845370179;6.507794640198696;4.169925001442312;5.523561956057013;5.491853096329675;5.754887502163468;4.906890595608519;6.459431618637297;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
9.700439718141093;10.167418145831736;4.087462841250339;6.954196310386875;9.791162888555018;7.74819284958946;9.116343961237469;5.643856189774724;7.651051691178928;7.882643049361842;11.161131882984307;8.027905996569885;8.164906926675688;7.599912842187128;8.703903573444663;8.550746785383243;5.78135971352466;7.971543553950772;5.643856189774724;10.542064542283445;12.67529549909406;8.539158811108031;6.357552004618084;7.651051691178928;7.936637939002571;8.233619676759702;7.285402218862249;8.714245517666123;9.139551352398794;7.03342300153745;10.681238411777803;9.451211111832327;10.274960472140602;10.897089128312755;8.379378367071261;12.567956075415466;7.900866807980749;9.411510988012072;7.066089190457772;5.321928094887363;7.20945336562895;8.787902559391432;7.658211482751795;8.233619676759702;6.20945336562895;4.643856189774724;8.038918989292302;7.442943495848728;9.7431513941125;6.066089190457772;7.569855608330948;10.404077136241234;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
4.807354922057604;4.754887502163468;1.0;1.584962500721156;5.459431618637297;4.087462841250339;3.906890595608519;1.584962500721156;5.129283016944966;1.584962500721156;5.285402218862249;7.169925001442312;2.584962500721156;4.392317422778761;1.584962500721156;3.807354922057604;2.321928094887362;3.807354922057604;1.584962500721156;2.584962500721156;6.169925001442312;3.321928094887362;1.584962500721156;5.285402218862249;4.459431618637297;4.321928094887363;2.807354922057604;2.0;0.0;2.321928094887362;1.0;4.807354922057604;4.459431618637297;3.321928094887362;3.807354922057604;1.584962500721156;5.247927513443585;6.882643049361842;3.321928094887362;1.584962500721156;6.700439718141092;5.882643049361842;2.321928094887362;3.0;2.321928094887362;3.321928094887362;2.321928094887362;2.807354922057604;4.087462841250339;1.584962500721156;7.108524456778169;2.584962500721156;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
11.200898605038445;12.616319096976865;11.2246046815385;12.218260498797305;11.194756854422248;10.667111542075029;12.067770457447825;11.826945650415484;12.930552554336137;10.894817763307945;12.65664831174735;11.161131882984307;10.757390009366638;10.488844346457336;10.667998535672528;10.774787059601174;11.487840033823051;12.017156386383112;11.826945650415484;12.374496145691516;12.211888294546004;12.31741261376487;12.163964091412272;11.492854620174748;11.125413470483316;11.33371442609397;10.610102062999664;11.074810461160451;11.491853096329674;11.971543553950772;12.537218400538595;12.509527607423152;10.58777751632821;12.354800344350595;11.161131882984307;13.211584153079526;11.927037168720297;11.580258567499788;12.155766938445652;12.165849146176395;10.558420713268664;12.27786854617684;10.287712379549449;9.888743248898258;11.97513145692134;10.23840473932508;10.544964432789238;11.98299357469431;11.680359523513712;10.051208940914766;11.700873155140265;12.25915476886684;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
2.0;0.0;0.0;0.0;0.0;0.0;1.584962500721156;0.0;2.807354922057604;0.0;1.0;1.0;1.0;2.321928094887362;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;2.584962500721156;1.0;0.0;3.169925001442312;1.0;1.0;0.0;1.584962500721156;0.0;2.0;1.0;1.584962500721156;1.584962500721156;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;1.584962500721156;0.0;1.584962500721156;1.0;2.0;1.0;0.0;1.0;2.0;3.584962500721156;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
11.885696373339394;12.054943416573323;8.49585502688717;10.972261848733291;11.032734528586714;10.887220615468385;10.25974326369078;8.326429487122303;10.337621901992508;8.262094845370179;11.78749449969676;11.355351096424812;7.2384047393250786;11.151650829973422;6.266786540694901;10.419960177847887;8.31741261376487;9.14210705730255;8.326429487122303;8.361943773735241;6.149747119504682;10.635718120331047;12.825952537523726;10.847840355630714;11.338736382573916;10.873444112515376;10.44086916761087;10.597121428789569;5.882643049361842;10.320800548881635;8.618385502258606;11.7553048882624;9.7515440590891;9.65284497300198;8.348728154231077;9.084808387804362;9.00842862207058;11.432019846812493;10.651051691178928;9.79766152585376;10.377210530388552;10.854089179870574;7.888743248898259;10.59618975614441;8.83605035505807;7.3750394313469245;10.701306461958623;8.784634845557521;10.263269200372662;7.672425341971495;11.031356596255709;10.788718332690458;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
12.73809225962049;12.873251842902128;10.234817431117325;12.37910756556115;11.760304125286382;11.613329054371054;12.080817527608328;9.688250309133178;12.252074042796185;11.383704292474052;12.94288099715904;12.2600374211066;10.94397991434374;11.508289986140348;12.608023750456493;11.25797705856398;11.037546953962178;11.194141238863136;9.688250309133178;11.570804437724496;9.914385132155443;11.868050853745158;12.347621368568134;12.269711121142782;11.152918576136624;12.1526017440192;12.205793249397155;11.25797705856398;10.200898605038445;12.102303817212649;10.871135184243045;13.128638812852598;11.066761932386909;12.58941707576861;11.957102041562289;9.523561956057012;10.779719355143405;13.07363951028323;11.717676423066395;10.193525360501216;11.670213636738564;12.93258386928929;10.230020435705637;11.43254190038826;11.02167404285837;10.240791332161956;11.33147682185962;12.023061249735337;12.716176405807428;10.558420713268664;12.117643101389092;11.56652978262417;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
12.103615656394544;13.2895866650808;11.671983272091865;12.439830883981392;12.25915476886684;11.82456102997028;12.584492796975876;10.985130373466898;13.29920801838728;12.2103669456326;12.60246690183057;12.473452088952232;11.888362741170644;12.490600213019594;11.127349541059118;11.67595703294175;12.537461094633018;12.57601187420678;10.985130373466898;12.002463438892535;11.93737382019215;12.113416611485944;11.458406613236534;12.355626393637916;12.370687406807216;12.230620933129869;11.64745842645492;12.805139264316736;11.036860446673046;12.78074479767779;13.035486451292154;13.020285500844649;11.970465440779996;12.525031345124;12.303495376790377;11.988329649231089;12.35149140932002;12.635264656539514;12.426264754702098;12.169925001442312;12.089781488353998;12.711021616791836;12.066761932386909;11.549303368513575;12.536975665610642;12.107217075591382;12.654859754207394;12.433846208442825;12.697402007502708;11.969386521342283;12.73745861857046;12.590587049915037;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
