TCGA-VP-A87D-01A;TCGA-XJ-A9DK-01A;TCGA-V1-A9OY-01A;TCGA-J9-A8CL-01A;TCGA-EJ-5542-01A;TCGA-J4-AATZ-01A;TCGA-TP-A8TV-01A;TCGA-EJ-7785-01A;TCGA-G9-6348-01A;TCGA-ZG-A8QX-01A;TCGA-G9-6332-01A;TCGA-XK-AAJP-01A;TCGA-EJ-8468-01A;TCGA-J4-A83N-01A;TCGA-VN-A88I-01A;TCGA-HC-A8CY-01A;TCGA-J4-AATV-01A;TCGA-EJ-5521-01A;TCGA-V1-A9OA-01A;TCGA-G9-6351-01A;TCGA-2A-A8VO-01A;TCGA-EJ-7791-01A;TCGA-KK-A6E4-01A;TCGA-KK-A8IM-01A;TCGA-XK-AAJR-01A;TCGA-EJ-5496-01A;TCGA-EJ-7327-01A;TCGA-EJ-7789-01A;TCGA-G9-6366-01A;TCGA-CH-5789-01A;TCGA-WW-A8ZI-01A;TCGA-KK-A7B2-01A;TCGA-G9-6329-01A;TCGA-YL-A9WJ-01A;TCGA-HC-7231-01A;TCGA-KK-A8I4-01A;TCGA-J4-A67M-01A;TCGA-HC-8261-01A;TCGA-EJ-8468-01A;TCGA-HC-7231-01A;TCGA-KC-A7FE-01A;TCGA-EJ-5497-01A;TCGA-G9-6361-01A;TCGA-ZG-A9LY-01A;TCGA-M7-A720-01A;TCGA-V1-A9OL-01A;TCGA-HC-7210-01A;TCGA-EJ-5515-01A;TCGA-CH-5772-01A;TCGA-G9-6378-01A;TCGA-YL-A8SP-01B;TCGA-KK-A59X-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
11.080817527608328;11.088125692188209;11.306061689428342;11.4757334309664;9.970105890612182;11.586370695113963;11.197216693110052;11.29232163280204;11.69566329678802;11.617926556798752;11.541096615349524;11.700439718141093;10.140829770773;11.236014191900084;11.273212809854334;11.461479447286155;11.078817949961978;12.593157658103;10.177419537989236;11.925554439873554;11.075479149488016;12.09341756438796;12.632313662586126;11.048486873992337;12.28424574982967;10.458406613236534;11.436711542137214;11.404609397837712;12.205487820150566;10.417852514885896;11.226412192788786;11.787902559391432;12.253847484987404;11.318542809702723;11.341518823245243;11.399277924508969;12.71488943423155;12.185494924210866;10.140829770773;11.341518823245243;11.407798850221974;10.535275376620802;11.956013078088098;11.405673332281866;11.543515216152167;12.022367813028454;11.756973226165448;10.025139562278508;9.834471049984222;11.249113452713727;11.344295907915816;12.304921669581672;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
12.56843119316746;12.39231742277876;12.055621374781708;12.129926933510394;13.230020435705637;13.342769172918384;11.98655314975666;13.92481250360578;12.269126679149418;12.349004718027745;11.848231701093818;12.598285174146604;11.892542816648552;11.87305954766147;11.95746484680521;13.224001674198105;12.506803437795648;12.59898297103609;12.480790201095816;12.49460561567122;11.440350119200565;13.83703654351734;11.179909090014934;12.553869243196068;12.972261848733291;12.598517810612622;13.972441366563537;12.698921662339812;12.28106067167702;12.551948530592997;12.5473765634981;11.537218400538595;12.708006128896072;12.75446999527562;12.81277897162766;12.872867226786576;11.440350119200565;12.8317030992143;11.892542816648552;12.81277897162766;12.576956664706092;12.782998208920414;12.54617100226735;12.404343291585755;12.832296678749884;12.787902559391432;13.185959435631318;12.620907095885338;11.39660478118186;12.173364830849035;13.027560482248775;11.19598729802851;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
5.357552004618084;5.727920454563199;5.78135971352466;7.754887502163468;6.6293566200796095;6.6293566200796095;5.807354922057604;7.0;4.169925001442312;5.523561956057013;4.087462841250339;7.539158811108031;3.906890595608519;5.247927513443585;6.108524456778169;5.906890595608519;5.700439718141092;6.614709844115208;5.087462841250339;3.700439718141092;5.392317422778761;7.321928094887363;5.857980995127572;6.066089190457772;6.857980995127572;5.906890595608519;7.491853096329675;7.820178962415188;5.044394119358453;5.169925001442312;5.357552004618084;5.700439718141092;6.169925001442312;6.930737337562887;6.066089190457772;6.3750394313469245;4.392317422778761;6.129283016944966;3.906890595608519;6.066089190457772;5.491853096329675;5.285402218862249;3.807354922057604;5.285402218862249;4.807354922057604;8.276124405274238;5.169925001442312;4.857980995127572;4.857980995127572;4.459431618637297;6.599912842187128;5.426264754702098;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
8.980139577639157;8.124121311829187;8.011227255423254;5.977279923499917;8.7714894695006;11.954196310386877;5.357552004618084;9.45532722030456;8.252665432450248;7.442943495848728;13.045930263291575;5.857980995127572;9.090112419664289;7.741466986401146;8.76487159073609;9.955649907528374;8.714245517666123;7.507794640198696;6.965784284662087;8.434628227636725;8.164906926675688;9.824958740528524;8.108524456778168;9.179909090014934;8.45532722030456;7.948367231584678;8.787902559391432;11.233619676759702;10.372865060112588;8.060695931687555;8.78135971352466;7.599912842187128;9.700439718141093;7.888743248898259;6.491853096329675;8.280770770130603;7.988684686772165;7.700439718141092;9.090112419664289;6.491853096329675;9.411510988012072;9.276124405274238;8.717676423066395;7.066089190457772;8.049848549450562;8.543031820255237;8.703903573444663;8.396604781181859;6.954196310386875;10.892542816648552;9.842350343413807;6.044394119358453;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
3.584962500721156;5.700439718141092;3.584962500721156;2.807354922057604;4.954196310386875;2.0;2.0;4.807354922057604;3.700439718141092;2.807354922057604;0.0;1.584962500721156;3.906890595608519;2.807354922057604;5.087462841250339;4.169925001442312;3.584962500721156;2.584962500721156;4.807354922057604;5.0;2.584962500721156;7.357552004618084;3.906890595608519;6.266786540694901;2.321928094887362;2.584962500721156;5.882643049361842;2.807354922057604;2.321928094887362;3.0;5.700439718141092;4.392317422778761;4.807354922057604;3.700439718141092;2.0;4.0;1.584962500721156;4.857980995127572;3.906890595608519;2.0;6.882643049361842;2.807354922057604;3.0;3.0;9.257387842692651;2.807354922057604;2.584962500721156;4.954196310386875;2.584962500721156;4.392317422778761;4.392317422778761;0.0;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
11.393926675640415;11.036860446673046;10.876516946565;12.015415052386688;12.463013413449692;13.107544031975989;11.659103963473662;12.294333559671829;11.826945650415484;11.98299357469431;11.395534135462302;12.852919585123995;11.992584344005802;10.99081307915361;10.17367713630342;11.98477446004684;11.272046524389935;12.042343379793692;10.740624044489412;11.768597882194374;10.757390009366638;12.686938171670388;10.778077129535358;11.4231159101471;12.525765478821915;11.80292019858527;12.27786854617684;12.020632761657708;12.943613701614042;11.90048948483465;12.73047013718422;10.488844346457336;11.200898605038445;12.125413470483316;11.948732239819616;10.924070185585345;10.853309555403674;13.33469228769386;11.992584344005802;11.948732239819616;11.580258567499788;11.995767150877802;11.54978466794786;11.496853777388042;11.501339618061396;12.88340698638837;12.64880694972577;12.220378327695228;11.228217442293436;12.16867211813223;11.379919817646538;12.524051918717824;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.584962500721156;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.584962500721156;2.584962500721156;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;4.857980995127572;0.0;1.0;0.0;2.321928094887362;2.0;0.0;2.321928094887362;1.584962500721156;1.0;1.584962500721156;0.0;2.321928094887362;0.0;0.0;0.0;1.0;4.321928094887363;0.0;0.0;1.584962500721156;0.0;0.0;0.0;1.0;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
9.20945336562895;11.769424641552751;10.51668494930961;8.59245703726808;10.71681946132995;9.96000193206808;8.08214904135387;12.305206759008724;10.813781191217036;8.784634845557521;8.994353436858859;9.12670447284319;9.39660478118186;9.714245517666123;10.95492329203032;8.727920454563199;11.635718120331047;10.99081307915361;11.470658874060552;11.127349541059118;7.2384047393250786;12.526743742999686;8.164906926675688;10.897845456005513;11.169925001442312;10.62296694479051;10.854089179870574;5.20945336562895;9.573647187493322;11.268542000300124;7.592457037268081;11.151650829973422;11.885696373339394;10.827342704234116;10.08746284125034;10.869593843240784;10.944712061043486;10.88264304936184;9.39660478118186;10.08746284125034;11.432019846812493;11.253256579781151;10.066089190457772;11.73640193131829;12.100990784092762;9.290018846932618;11.690434556395054;11.527477006060396;10.225207436943505;10.059344460824423;8.118941072723507;9.177419537989236;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
11.158609688214478;11.980139577639155;11.873444112515376;11.691743519171276;12.276706019892432;10.844705764411938;10.871905237659186;13.178976011374523;12.325024310191417;12.023061249735337;10.019590728357882;10.810571634741146;11.14210705730255;11.011227255423254;13.253404328774154;11.203959703239462;12.495355392235982;12.009128789539256;12.207624468226758;12.203959703239462;10.94397991434374;13.7566605597295;11.044394119358454;11.682116764950074;12.216139556425135;11.330356716957944;12.93258386928929;10.638435913990472;10.973697366305352;11.613329054371054;11.189206834597025;11.508289986140348;12.73809225962049;11.617467465294196;11.678600139099458;12.531137741444716;11.82376527978966;11.570330101030798;11.14210705730255;11.678600139099458;13.07363951028323;11.890644283619087;12.483815777264256;11.534789211480266;12.164592716712368;11.230620933129869;12.44604940671655;12.04746477331842;10.54978466794786;12.32755264408124;11.715961990255144;10.660887270302569;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
11.707359132080883;12.19506456372082;12.08381170725288;11.728770849542665;12.271754805646474;13.137631598235428;12.246146774635864;12.57530287507339;12.79055213780538;12.433846208442825;12.523561956057012;12.646783691837792;11.153552031708111;12.132821006779572;11.692179576312538;12.26883436934376;12.621365094314864;13.239598529249124;11.557463701597824;12.5262546938286;11.888362741170644;13.256798386079389;12.726218159332198;12.044052531801302;13.027905996569883;11.955286645524469;12.711021616791836;11.607792641919213;12.893680738390907;12.3292357417338;12.025139562278508;12.490600213019594;12.103615656394544;12.428360172704291;12.590119174107176;12.11178773580101;12.99435343685886;12.98299357469431;11.153552031708111;12.590119174107176;12.635264656539514;12.099347810403192;12.001760028327215;12.285402218862249;12.849405100947758;12.392585756275468;12.663558104217271;12.3409627642517;10.952741247186488;11.847840355630714;12.148158772937894;11.886077584873094;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
