TCGA-G9-7509-01A;TCGA-VP-A87B-01A;TCGA-EJ-7794-01A;TCGA-EJ-5530-01A;TCGA-X4-A8KS-01A;TCGA-KK-A59Y-01A;TCGA-ZG-A9L2-01A;TCGA-VN-A943-01A;TCGA-KC-A7FE-01A;TCGA-CH-5791-01A;TCGA-EJ-5522-01A;TCGA-HC-7747-01A;TCGA-HC-7230-01A;TCGA-CH-5766-01A;TCGA-M7-A722-01A;TCGA-HC-A76X-01A;TCGA-HC-7080-01A;TCGA-VP-A87C-01A;TCGA-HC-7817-01B;TCGA-V1-A8WW-01A;TCGA-V1-A8WN-01A;TCGA-YL-A8SB-01A;TCGA-J4-A83N-01A;TCGA-EJ-5495-01A;TCGA-G9-7509-01A;TCGA-J4-8198-01A;TCGA-G9-6361-01A;TCGA-VP-A87E-01A;TCGA-HC-8257-01A;TCGA-KK-A7B3-01A;TCGA-YL-A9WX-01A;TCGA-VP-A876-01A;TCGA-CH-5746-01A;TCGA-EJ-5527-01A;TCGA-KK-A6E5-01A;TCGA-QU-A6IL-01A;TCGA-ZG-A9LU-01A;TCGA-G9-6378-01A;TCGA-EJ-7783-01A;TCGA-J4-A83L-01A;TCGA-EJ-5507-01A;TCGA-HC-7818-01A;TCGA-EJ-A8FO-01A;TCGA-EJ-5519-01A;TCGA-YL-A8SR-01B;TCGA-EJ-5497-01A;TCGA-HI-7170-01A;TCGA-EJ-7781-01A;TCGA-J9-A8CM-01A;TCGA-FC-7961-01A;TCGA-QU-A6IM-01A;TCGA-G9-A9S0-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
11.163020639580791;10.88264304936184;11.109830654278792;11.501837184902296;10.421012855779226;11.854089179870574;11.263856019596082;10.657318449581288;11.407798850221974;10.722807531169549;11.08746284125034;11.585901449690772;11.731319031025064;11.255618749839597;11.94178124227853;11.89026427702111;12.703038388986418;11.007728114632254;11.637530551525307;12.0;11.183015000882756;11.374496145691516;11.236014191900084;11.011227255423254;11.163020639580791;11.53430288245463;11.956013078088098;10.887982133058454;11.017504401109417;11.721953612801386;11.507299124122763;10.915879378835774;10.921097088106793;10.523561956057012;11.689124404913258;11.450180247164754;10.61194694181998;11.249113452713727;11.334831928118;11.436190995481416;11.613329054371054;11.562242424221072;11.478769619475765;12.39687231851056;11.615629636968098;10.535275376620802;11.714245517666123;11.205793249397155;11.61378946447258;11.905763049602792;12.641374424294511;11.203959703239462;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
12.461223627613371;12.11178773580101;13.61114009761038;13.689670445963223;11.12088584278779;11.518161355756956;12.257093144491057;11.290018846932618;12.576956664706092;12.331756712255473;13.400345796534694;12.328113894833656;13.165692152320114;13.182083929510725;10.85642552862553;12.979961015222829;12.847840355630714;12.849405100947758;11.788718332690458;12.27786854617684;13.117480772832984;12.59245703726808;11.87305954766147;13.565697126849214;12.461223627613371;13.439441334892786;12.54617100226735;12.003869231979056;12.585432051592962;12.442425193331609;13.506927375344873;12.32333628928017;13.183945471757246;13.757390009366638;12.06305796362349;9.861086905995396;11.107217075591382;12.173364830849035;14.101072883682534;12.737036036540228;12.527965641133957;12.832098846039134;12.802516365121225;13.391780606013166;12.34318571544788;12.782998208920414;12.56057167123656;13.520864182988744;12.219773550892874;12.086136225027309;10.45532722030456;10.977279923499916;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
4.857980995127572;6.3750394313469245;7.20945336562895;6.727920454563199;5.285402218862249;5.285402218862249;7.569855608330948;4.392317422778761;5.491853096329675;6.247927513443585;6.930737337562887;5.169925001442312;6.78135971352466;6.149747119504682;5.807354922057604;6.857980995127572;5.247927513443585;7.948367231584678;6.584962500721156;7.507794640198696;5.554588851677638;6.339850002884624;5.247927513443585;6.794415866350106;4.857980995127572;5.169925001442312;3.807354922057604;5.0;5.614709844115208;5.930737337562887;6.22881869049588;6.523561956057013;6.584962500721156;6.149747119504682;5.129283016944966;4.643856189774724;6.0;4.459431618637297;6.906890595608519;5.491853096329675;7.087462841250339;5.882643049361842;6.022367813028454;7.971543553950772;5.285402218862249;5.285402218862249;6.523561956057013;7.22881869049588;6.22881869049588;7.294620748891627;5.832890014164741;6.754887502163468;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
8.985841937003341;10.99859042974533;9.131856960608792;9.63662462054365;9.31741261376487;4.087462841250339;7.098032082960526;8.214319120800766;9.411510988012072;8.262094845370179;8.375039431346925;7.169925001442312;7.936637939002571;7.794415866350106;7.658211482751795;8.357552004618084;5.882643049361842;8.233619676759702;7.044394119358453;5.78135971352466;8.103287808412022;10.46352437327118;7.741466986401146;8.344295907915816;8.985841937003341;8.744833837499545;8.717676423066395;8.379378367071261;8.344295907915816;7.312882955284356;8.581200581924957;6.584962500721156;8.294620748891628;8.707359132080883;8.894817763307943;6.169925001442312;6.087462841250339;10.892542816648552;8.459431618637296;9.7431513941125;7.672425341971495;9.090112419664289;8.599912842187127;11.979782430703086;6.6293566200796095;9.276124405274238;10.71338651493703;10.041659151637214;8.0;8.539158811108031;8.214319120800766;5.643856189774724;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
1.584962500721156;4.169925001442312;4.857980995127572;4.700439718141092;7.499845887083206;1.0;3.906890595608519;1.0;6.882643049361842;2.0;4.807354922057604;4.087462841250339;3.0;4.857980995127572;2.321928094887362;2.584962500721156;2.0;4.321928094887363;2.807354922057604;2.321928094887362;5.169925001442312;3.584962500721156;2.807354922057604;3.700439718141092;1.584962500721156;5.247927513443585;3.0;3.807354922057604;3.4594316186372973;4.954196310386875;5.285402218862249;4.700439718141092;4.321928094887363;4.459431618637297;7.700439718141092;4.954196310386875;4.643856189774724;4.392317422778761;5.247927513443585;4.087462841250339;3.0;3.169925001442312;3.321928094887362;2.0;1.0;2.807354922057604;5.129283016944966;4.087462841250339;3.321928094887362;3.321928094887362;3.321928094887362;1.584962500721156;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
11.462502272597265;11.759472121202831;12.416533660199583;12.180530807344482;10.484822894262146;11.2246046815385;11.588246152044816;11.544964432789238;11.580258567499788;11.94800213097767;12.84588203438406;11.448632567730552;12.215532999745657;12.452756029032496;10.287712379549449;11.944712061043486;12.709083812550343;11.33371442609397;11.618844301766652;11.487840033823051;11.953468962228849;11.671098725748465;10.99081307915361;12.326429487122304;11.462502272597265;12.12670447284319;11.54978466794786;11.161131882984307;11.700873155140265;11.827739648806956;11.965784284662089;10.547858506058416;11.958190183693738;13.140670030415102;11.448632567730552;8.96289600533726;9.968666793195208;12.16867211813223;12.275251543470327;11.680359523513712;12.349281228817452;11.958190183693738;11.69566329678802;12.55026580686874;11.90388184573618;11.995767150877802;11.072802534544207;12.532355925288847;10.568906154502084;12.31741261376487;10.584022940257542;11.826945650415484;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
0.0;0.0;0.0;2.0;3.584962500721156;0.0;1.0;0.0;0.0;1.0;2.584962500721156;1.0;1.0;2.321928094887362;1.584962500721156;0.0;4.584962500721156;3.169925001442312;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.584962500721156;0.0;2.807354922057604;1.584962500721156;1.0;1.0;2.321928094887362;2.321928094887362;0.0;2.807354922057604;0.0;1.0;0.0;1.584962500721156;4.247927513443585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
11.24198314969433;7.882643049361842;11.685624839726357;9.49585502688717;11.001408194392807;8.49585502688717;9.96289600533726;9.929258408636972;11.432019846812493;9.546894459887636;11.60917873814198;11.588246152044816;9.7632123668144;10.700439718141093;7.888743248898259;8.79766152585376;9.430452551665532;10.873444112515376;11.11699367754698;8.31741261376487;12.070791809423062;10.900866807980748;9.714245517666123;11.841957399099549;11.24198314969433;10.850186837645774;10.066089190457772;8.348728154231077;10.232420927176076;10.251482410620213;12.141787841671004;7.672425341971495;12.010877723007034;11.9901039638575;10.60917873814198;7.515699838284043;11.03823313473178;10.059344460824423;12.518407276671365;10.263269200372662;9.902375114486023;10.804937672051908;11.52943055414615;10.191059214531656;7.577428828035749;11.253256579781151;11.189824558880018;11.11699367754698;9.684748620421626;10.635718120331047;10.312882955284357;8.326429487122303;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
12.049848549450562;10.44086916761087;12.51175265376738;12.735344469539005;10.667998535672528;10.234817431117325;13.059344460824423;9.06339508128851;13.07363951028323;10.59245703726808;12.389362455643884;11.491352073563435;11.632995197142955;11.146568675740786;10.230020435705637;12.14051027236822;12.230921088137896;12.1526017440192;12.193525360501216;11.037546953962178;12.283956487665112;12.75049764209908;11.011227255423254;12.867085646616836;12.049848549450562;12.882069831008142;12.483815777264256;11.957102041562289;12.174613647235942;12.092757140919852;12.37531099747307;11.49735289347705;12.06339508128851;12.492854620174748;11.12347479824414;9.164906926675688;10.237209960755022;12.32755264408124;12.685186796595348;12.716176405807428;11.295194955880657;12.037890085142507;11.837627933171404;11.873444112515376;11.733015321685963;11.890644283619087;12.87209768680786;12.41336348121097;12.120561896442904;11.868050853745158;10.539158811108033;9.688250309133178;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
12.1270270430046;12.422853195944263;12.7047682393626;12.866699382882029;11.460455896309636;11.671983272091865;11.98299357469431;11.756973226165448;12.635264656539514;11.507299124122763;12.5898851792902;12.50308035175293;12.772314573921651;12.556745526004686;12.066761932386909;12.697619199078714;12.86379910372885;12.230620933129869;12.280190792216906;12.537461094633018;12.54617100226735;12.425215903299383;12.132821006779572;12.368233611380942;12.1270270430046;12.637756945412145;12.001760028327215;12.303495376790377;12.636851156626534;12.634130373093326;12.96974625081451;11.593857938858225;12.568193653850074;12.649480738968602;12.612638163604773;11.411510988012072;10.940313597145968;11.847840355630714;12.616089313582115;12.697402007502708;12.284534954008423;12.84313591111135;12.526988205432009;12.904258282800518;12.24852060493843;12.099347810403192;12.04336911395769;12.634357301137976;12.412305204955272;12.113416611485944;12.429668265133094;10.985130373466898;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
