TCGA-J9-A8CL-01A;TCGA-J4-A67T-01A;TCGA-KK-A8IM-01A;TCGA-KK-A8IC-01A;TCGA-KK-A8IA-01A;TCGA-HC-7210-01A;TCGA-EJ-7781-01A;TCGA-KC-A4BR-01A;TCGA-EJ-7785-01A;TCGA-EJ-A65G-01A;TCGA-V1-A8X3-01A;TCGA-HC-A76X-01A;TCGA-J4-A83J-01A;TCGA-HC-A8D0-01A;TCGA-ZG-A9LU-01A;TCGA-CH-5745-01A;TCGA-ZG-A9NI-01A;TCGA-VN-A88K-01A;TCGA-J4-A6G1-01A;TCGA-XA-A8JR-01A;TCGA-J4-A67S-01A;TCGA-CH-5764-01A;TCGA-HC-A6HX-01A;TCGA-X4-A8KS-01A;TCGA-CH-5769-01A;TCGA-YL-A8SK-01B;TCGA-EJ-5514-01A;TCGA-HC-7745-01A;TCGA-Y6-A8TL-01A;TCGA-J4-A67Q-01A;TCGA-HC-A76X-01A;TCGA-J4-A83N-01A;TCGA-YL-A9WL-01A;TCGA-G9-6356-01A;TCGA-VP-A87C-01A;TCGA-J4-A67R-01A;TCGA-EJ-7791-01A;TCGA-KK-A7AQ-01A;TCGA-EJ-7782-01A;TCGA-X4-A8KS-01A;TCGA-2A-A8VL-01A;TCGA-J4-A67T-01A;TCGA-J9-A52B-01A;TCGA-HC-8260-01A;TCGA-QU-A6IN-01A;TCGA-G9-6347-01A;TCGA-HC-7075-01A;TCGA-VN-A88L-01A;TCGA-TK-A8OK-01A;TCGA-V1-A9ZI-01A;TCGA-CH-5746-01A;TCGA-EJ-A6RA-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
11.4757334309664;11.30890780406394;11.048486873992337;11.523071826940395;11.9762060901486;11.756973226165448;11.205793249397155;11.24198314969433;11.29232163280204;11.453785055496157;11.314016703901355;11.89026427702111;11.411510988012072;10.945443836377912;10.61194694181998;11.30890780406394;10.93810932621924;11.776021715252812;11.252665432450248;11.09077405464075;12.801304186049023;9.541096615349524;12.86978660094578;10.421012855779226;10.871135184243045;11.28828934218097;10.618385502258606;11.192292814470768;10.830515206976838;12.254142846855748;11.89026427702111;11.236014191900084;12.45763738099176;11.154818109052105;11.007728114632254;12.10459875356437;12.09341756438796;12.139871063212489;12.003869231979056;10.421012855779226;11.3292357417338;11.30890780406394;12.233320082730822;11.627077840517394;12.74798314030195;13.060189278463422;11.873444112515376;11.506803437795648;11.554109152574004;10.740624044489412;10.921097088106793;11.63254087654689;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
12.129926933510394;12.714245517666123;12.553869243196068;12.804131021183318;12.866506212226202;13.185959435631318;13.520864182988744;12.35424938194524;13.92481250360578;11.591989767615123;12.4189067312579;12.979961015222829;12.434628227636724;11.668441828052998;11.107217075591382;13.038918989292302;11.548340287676147;12.506803437795648;12.203348002979762;11.84901407369482;11.65687172561398;12.164592716712368;11.342630298678408;11.12088584278779;12.380190466749834;12.711451886714766;13.00544911354693;12.684529482418489;11.92851837525789;11.047123912114026;12.979961015222829;11.87305954766147;13.020806360724263;12.851749041416058;12.849405100947758;11.324180546618742;13.83703654351734;11.373408960228696;13.355488751597942;11.12088584278779;11.779308973959898;12.714245517666123;11.907641803665529;12.838416075797335;11.109177703355275;11.403544678202014;12.845686055977064;12.05697633617822;12.740624044489412;11.447083226209651;13.183945471757246;11.907266248531066;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
7.754887502163468;5.044394119358453;6.066089190457772;7.044394119358453;7.149747119504682;5.169925001442312;7.22881869049588;4.247927513443585;7.0;4.247927513443585;5.672425341971495;6.857980995127572;6.727920454563199;5.169925001442312;6.0;4.906890595608519;6.523561956057013;4.700439718141092;8.550746785383243;4.321928094887363;5.044394119358453;5.392317422778761;6.266786540694901;5.285402218862249;8.280770770130603;6.426264754702098;7.622051819456376;5.087462841250339;5.169925001442312;4.392317422778761;6.857980995127572;5.247927513443585;6.845490050944375;6.6293566200796095;7.948367231584678;5.20945336562895;7.321928094887363;6.6293566200796095;7.499845887083206;5.285402218862249;3.584962500721156;5.044394119358453;7.531381460516312;5.426264754702098;5.754887502163468;5.426264754702098;6.066089190457772;5.169925001442312;5.247927513443585;5.0;6.584962500721156;5.614709844115208;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
5.977279923499917;8.076815597050832;9.179909090014934;7.839203788096944;9.78135971352466;8.703903573444663;10.041659151637214;8.51175265376738;9.45532722030456;8.330916878114618;7.851749041416057;8.357552004618084;7.918863237274595;7.74819284958946;6.087462841250339;7.569855608330948;8.59245703726808;6.3750394313469245;8.29920801838728;9.403012023574997;7.459431618637297;6.523561956057013;8.243173983472952;9.31741261376487;6.426264754702098;7.129283016944966;7.189824558880018;8.357552004618084;8.076815597050832;8.326429487122303;8.357552004618084;7.741466986401146;5.614709844115208;8.566054038171092;8.233619676759702;7.86418614465428;9.824958740528524;9.519636252843211;6.930737337562887;9.31741261376487;7.727920454563199;8.076815597050832;5.977279923499917;8.632995197142957;6.066089190457772;10.096715154488535;9.280770770130603;7.894817763307944;10.020979938904212;7.400879436282184;8.294620748891628;8.550746785383243;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
2.807354922057604;5.087462841250339;6.266786540694901;3.169925001442312;1.584962500721156;2.584962500721156;4.087462841250339;4.906890595608519;4.807354922057604;2.584962500721156;4.459431618637297;2.584962500721156;3.906890595608519;4.087462841250339;4.643856189774724;7.108524456778169;2.584962500721156;3.4594316186372973;4.857980995127572;3.0;3.4594316186372973;2.321928094887362;6.6865005271832185;7.499845887083206;1.584962500721156;8.491853096329674;3.169925001442312;5.357552004618084;3.807354922057604;6.0;2.584962500721156;2.807354922057604;2.0;5.523561956057013;4.321928094887363;3.0;7.357552004618084;3.906890595608519;3.0;7.499845887083206;2.0;5.087462841250339;3.4594316186372973;5.584962500721156;1.584962500721156;4.459431618637297;3.0;2.584962500721156;7.584962500721156;2.0;4.321928094887363;5.247927513443585;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
12.015415052386688;11.185494924210866;11.4231159101471;11.736824699098864;12.314016703901355;12.64880694972577;12.532355925288847;11.06406908038551;12.294333559671829;11.558420713268664;11.585901449690772;11.944712061043486;11.809768128710411;10.667111542075029;9.968666793195208;11.700873155140265;11.028596777067108;11.234817431117325;10.94104760634058;11.097373768990222;10.991521846075695;11.013322673425447;10.812979471251484;10.484822894262146;11.364134655008051;10.922584402713664;14.1357092861044;11.201511344500146;11.089450481115907;9.929258408636972;11.944712061043486;10.99081307915361;11.589182967039353;11.471167133724393;11.33371442609397;10.147204924942228;12.686938171670388;11.12023787734196;13.022367813028454;10.484822894262146;10.888743248898258;11.185494924210866;10.62296694479051;11.983349927676455;10.051208940914766;10.52552080909507;12.965964610272083;10.00982861736811;11.5473765634981;9.558420713268664;11.958190183693738;11.210671343785622;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;1.584962500721156;0.0;2.807354922057604;2.0;0.0;0.0;1.584962500721156;1.0;1.0;0.0;1.584962500721156;3.584962500721156;0.0;0.0;1.0;4.392317422778761;1.0;0.0;0.0;1.0;1.584962500721156;2.0;3.169925001442312;2.0;1.0;4.169925001442312;2.807354922057604;3.584962500721156;0.0;1.0;1.584962500721156;0.0;1.0;2.0;1.0;3.4594316186372973;0.0;1.0;1.0;0.0;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
8.59245703726808;10.380461065088973;10.897845456005513;10.791162888555018;8.022367813028454;11.690434556395054;11.11699367754698;10.11504365016171;12.305206759008724;11.203959703239462;9.786269627648466;8.79766152585376;10.13827180017222;10.887220615468385;11.03823313473178;11.031356596255709;8.927777962082342;7.257387842692652;11.75905593916017;9.700439718141093;10.276124405274238;9.759888183221834;11.319107575824985;11.001408194392807;10.002815015607052;12.221889161471266;9.428360172704291;12.122180901259751;9.43254190038826;10.667111542075029;8.79766152585376;9.714245517666123;7.651051691178928;12.297776062894147;10.873444112515376;10.857203471508166;12.526743742999686;9.81698362325538;11.189824558880018;11.001408194392807;10.507794640198696;10.380461065088973;9.177419537989236;12.336785476203756;7.672425341971495;10.759888183221834;7.826548487290915;9.566054038171092;11.693922488081014;8.379378367071261;12.010877723007034;11.153552031708111;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
11.691743519171276;12.177108041703692;11.682116764950074;11.65954999687987;11.068778277985412;12.44604940671655;12.41336348121097;13.257387842692651;13.178976011374523;10.929258408636972;12.387748100711294;12.14051027236822;11.001408194392807;11.613329054371054;10.237209960755022;12.117643101389092;11.978710459106358;11.766528908598865;12.374224426123732;11.918117851031772;11.456867738380344;10.568906154502084;11.428883552010191;10.667998535672528;11.832494484336111;12.462502272597265;12.026523442519766;11.78135971352466;11.543515216152167;12.336785476203756;12.14051027236822;11.011227255423254;11.486332252768664;12.56081046872794;12.1526017440192;11.760719947465624;13.7566605597295;11.061371192659813;12.63254087654689;10.667998535672528;11.034798962577268;12.177108041703692;11.660887270302569;12.072467608241858;10.558420713268664;13.314016703901355;11.689997971419446;12.095726668639047;13.29174628083394;10.65642486327778;12.06339508128851;11.367414751246828;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
11.728770849542665;12.913637428049103;12.044052531801302;12.493855449240822;12.309192106959902;12.663558104217271;12.634357301137976;12.31938987600021;12.57530287507339;12.408064319914672;12.545447181678094;12.697619199078714;12.360298426618046;11.82456102997028;10.940313597145968;12.73745861857046;11.7632123668144;12.154501693864765;12.170863950411928;12.159871336778387;13.249261626599845;11.050528905530555;12.749869427396844;11.460455896309636;12.128638812852598;12.4797802640291;11.94800213097767;12.204265456136843;12.01227534485612;12.371232128369622;12.697619199078714;12.132821006779572;12.610332801911134;12.404609397837712;12.230620933129869;12.624110035762987;13.256798386079389;12.497851836951115;12.80996904717615;11.460455896309636;11.987264012072538;12.913637428049103;12.52845411076479;13.066425600635556;11.969386521342283;12.817383427897232;13.190442018782823;11.679040186393062;11.858758099935422;10.785452468158542;12.568193653850074;12.595956743943162;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
