TCGA-CH-5741-01A;TCGA-KK-A59Y-01A;TCGA-EJ-5498-01A;TCGA-J9-A8CP-01A;TCGA-2A-A8VT-01A;TCGA-YL-A9WL-01A;TCGA-V1-A8WS-01A;TCGA-EJ-7791-01A;TCGA-V1-A8MM-01A;TCGA-YL-A8SQ-01B;TCGA-G9-A9S0-01A;TCGA-KK-A6DY-01A;TCGA-ZG-A8QW-01A;TCGA-KC-A7FA-01A;TCGA-HC-A631-01A;TCGA-YL-A8SR-01B;TCGA-FC-A66V-01A;TCGA-V1-A9Z7-01A;TCGA-YL-A8SJ-01B;TCGA-HC-8260-01A;TCGA-KC-A7F5-01A;TCGA-EJ-7327-01A;TCGA-G9-6377-01A;TCGA-J4-A67O-01A;TCGA-V1-A8MK-01A;TCGA-EJ-5505-01A;TCGA-CH-5751-01A;TCGA-CH-5753-01A;TCGA-KK-A6E8-01A;TCGA-G9-6348-01A;TCGA-HC-A6AQ-01A;TCGA-XJ-A9DI-01A;TCGA-EJ-5514-01A;TCGA-H9-A6BY-01A;TCGA-KC-A4BV-01A;TCGA-EJ-7783-01A;TCGA-XJ-A83H-01A;TCGA-QU-A6IP-01A;TCGA-KK-A8IA-01A;TCGA-ZG-A9N3-01A;TCGA-EJ-A7NM-01A;TCGA-CH-5789-01A;TCGA-HC-A8CY-01A;TCGA-CH-5739-01A;TCGA-H9-7775-01A;TCGA-HC-8265-01A;TCGA-XA-A8JR-01A;TCGA-HC-8258-01B;TCGA-VN-A88Q-01A;TCGA-CH-5740-01A;TCGA-J9-A8CN-01A;TCGA-EJ-AB20-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
10.588714635582264;11.854089179870574;10.145932145820517;11.847057346091336;11.51668494930961;12.45763738099176;11.597587039586216;12.09341756438796;11.759888183221834;11.419960177847887;11.203959703239462;11.607792641919213;11.25089053572334;11.73259143596501;12.13410540040181;11.615629636968098;12.47699928613306;11.3409627642517;10.779719355143405;11.627077840517394;12.09901899101923;11.436711542137214;11.706927639617405;12.89519657256334;11.449664538476192;11.01262453886506;10.309476353841106;10.43254190038826;12.461990950585571;11.69566329678802;12.651948610723446;10.795227966028678;10.618385502258606;12.720030446498972;11.459431618637296;11.334831928118;10.881113960675096;11.663113308455806;11.9762060901486;10.593391122791736;11.921469060531413;10.417852514885896;11.461479447286155;10.682994583681683;11.36139553316589;11.60130652612184;11.09077405464075;6.022367813028454;11.443461612227392;10.655530723155644;11.539158811108033;10.885696373339394;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
11.780949798749663;11.518161355756956;12.479022346995178;12.035486451292154;13.39794197197264;13.020806360724263;13.10000522442272;13.83703654351734;11.860311054919482;12.3409627642517;10.977279923499916;12.800090987624994;11.4993476328766;12.12023787734196;12.059006395201113;12.34318571544788;11.257387842692651;12.445532219028312;12.743992861060176;12.838416075797335;11.526010107061737;13.972441366563537;12.544240006441658;10.818582177480858;12.41336348121097;13.011751395316717;13.462246634244352;13.210823518780844;10.973697366305352;12.269126679149418;11.328113894833656;12.554109152574004;13.00544911354693;11.094737505048093;12.28626896267978;14.101072883682534;11.79603960882977;11.753216749178955;12.866506212226202;11.044394119358454;12.711236767793784;12.551948530592997;13.224001674198105;13.479275030250204;12.878050912728536;12.318542809702723;11.84901407369482;12.48708634027127;12.782179193831208;11.95637615724967;11.754052367528924;11.750706986224948;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
4.523561956057013;5.285402218862249;5.614709844115208;4.754887502163468;6.475733430966398;6.845490050944375;6.149747119504682;7.321928094887363;5.169925001442312;6.409390936137702;6.754887502163468;5.754887502163468;6.357552004618084;5.169925001442312;7.434628227636725;5.285402218862249;4.169925001442312;7.179909090014935;6.392317422778761;5.426264754702098;7.672425341971495;7.491853096329675;5.459431618637297;3.807354922057604;4.247927513443585;6.022367813028454;9.517669388133813;5.700439718141092;4.857980995127572;4.169925001442312;3.807354922057604;5.357552004618084;7.622051819456376;6.266786540694901;5.643856189774724;6.906890595608519;5.554588851677638;5.78135971352466;7.149747119504682;8.071462362556623;7.614709844115208;5.169925001442312;5.906890595608519;5.672425341971495;5.614709844115208;6.523561956057013;4.321928094887363;3.807354922057604;4.954196310386875;5.672425341971495;5.285402218862249;5.20945336562895;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
5.321928094887363;4.087462841250339;8.118941072723507;8.262094845370179;9.280770770130603;5.614709844115208;7.74819284958946;9.824958740528524;10.352043425795433;8.044394119358454;5.643856189774724;7.276124405274237;6.569855608330948;8.954196310386875;5.321928094887363;6.6293566200796095;7.94251450533924;8.539158811108031;8.980139577639157;8.632995197142957;12.572463389083676;8.787902559391432;9.4655664048094;8.915879378835774;9.29232163280204;8.829722735086058;8.066089190457772;6.523561956057013;12.421801860469872;8.252665432450248;8.379378367071261;5.882643049361842;7.189824558880018;7.0;9.41574176829009;8.459431618637296;9.434628227636724;7.20945336562895;9.78135971352466;5.491853096329675;7.03342300153745;8.060695931687555;9.955649907528374;8.39231742277876;8.422064766172813;7.348728154231077;9.403012023574997;8.290018846932618;6.442943495848728;5.491853096329675;10.809768128710411;10.253847484987404;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
0.0;1.0;5.672425341971495;2.584962500721156;3.700439718141092;2.0;3.0;7.357552004618084;3.169925001442312;4.807354922057604;1.584962500721156;3.0;2.0;2.807354922057604;1.584962500721156;1.0;6.189824558880018;4.392317422778761;2.807354922057604;5.584962500721156;1.584962500721156;5.882643049361842;4.321928094887363;2.807354922057604;4.643856189774724;3.321928094887362;2.321928094887362;3.807354922057604;1.584962500721156;3.700439718141092;2.807354922057604;3.0;3.169925001442312;2.807354922057604;4.321928094887363;5.247927513443585;3.0;6.700439718141092;1.584962500721156;1.584962500721156;4.169925001442312;3.0;4.169925001442312;3.4594316186372973;4.087462841250339;6.149747119504682;3.0;6.614709844115208;5.285402218862249;1.584962500721156;2.0;6.266786540694901;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
11.401412878714178;11.2246046815385;11.45994384837493;11.85836959985474;11.978710459106358;11.589182967039353;11.605479518061667;12.686938171670388;11.128638812852598;11.066761932386909;11.826945650415484;11.63390340934852;11.227014193649133;11.173052457774116;12.165849146176395;11.90388184573618;10.733862719678545;11.470658874060552;10.466586337719244;11.983349927676455;10.823367240046236;12.27786854617684;11.270879295328784;10.237209960755022;11.468624042918018;13.117967703717133;11.897467341721892;12.078817949961978;11.348174867535556;11.826945650415484;10.837627933171404;10.79197682089869;14.1357092861044;10.5980525001616;11.647008638441648;12.275251543470327;11.357552004618084;10.558420713268664;12.314016703901355;10.045759661382682;11.25915476886684;11.90048948483465;11.98477446004684;11.884933647949762;11.873444112515376;11.11504365016171;11.097373768990222;10.473705749619416;11.034111146096592;10.273795599214264;11.426264754702098;9.67595703294175;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
0.0;0.0;0.0;1.584962500721156;0.0;1.584962500721156;1.584962500721156;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;1.0;0.0;1.584962500721156;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.584962500721156;1.0;0.0;4.247927513443585;1.0;0.0;1.584962500721156;3.4594316186372973;0.0;0.0;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
8.842350343413807;8.49585502688717;11.588714635582264;10.258566033889933;10.566054038171092;7.651051691178928;10.543031820255235;12.526743742999686;10.961449694398196;8.744833837499545;8.326429487122303;10.960725994839056;10.043027283594547;8.199672344836364;9.79766152585376;7.577428828035749;11.40832974076739;7.409390936137702;10.178664851006472;12.336785476203756;8.422064766172813;10.854089179870574;9.672425341971495;10.14974711950468;11.76445696361989;11.130570562805426;5.700439718141092;9.095397022792556;10.020979938904212;10.813781191217036;10.75905593916017;11.971902746045467;9.428360172704291;8.933690654952233;8.72451385311995;12.518407276671365;10.27029532647204;10.377210530388552;8.022367813028454;8.632995197142957;9.12670447284319;11.268542000300124;8.727920454563199;9.7515440590891;9.5980525001616;11.140829770773;9.700439718141093;10.81698362325538;10.00842862207058;9.493855449240822;7.845490050944375;11.562242424221072;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
10.638435913990472;10.234817431117325;12.38505348834615;11.557463701597824;10.5401280385821;11.486332252768664;11.24198314969433;13.7566605597295;11.78953364497036;12.13410540040181;9.688250309133178;11.782998208920414;11.436190995481416;11.443979542601252;10.193525360501216;11.733015321685963;11.06406908038551;12.44940661498558;12.439311461818846;12.072467608241858;13.157978449945432;12.93258386928929;11.214319120800766;11.480285320936373;12.30463652380727;11.8649599151426;10.659995892429976;10.725366257895642;10.40832974076739;12.325024310191417;11.332596057789214;11.56843119316746;12.026523442519766;11.897467341721892;12.11829223302699;12.685186796595348;10.405141463136344;11.670213636738564;11.068778277985412;10.037546953962178;11.877284133523196;11.613329054371054;11.203959703239462;11.624338545312986;12.422853195944263;11.521600439723729;11.918117851031772;11.166163082646111;11.309476353841106;10.859534786382651;9.978710459106358;13.175393608892442;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
12.017504401109417;11.671983272091865;11.93737382019215;11.859534786382651;12.424691191512954;12.610332801911134;12.212800334429431;13.256798386079389;11.321928094887362;12.124444460008585;10.985130373466898;12.37232095486726;11.666667840690357;12.213711798105672;12.169925001442312;12.24852060493843;13.083479327331842;12.246443717117286;11.74188827273525;13.066425600635556;12.03307880613062;12.711021616791836;12.492854620174748;12.589182967039353;12.42678889459556;12.678600139099458;11.473198383677529;12.392854039872873;11.78340754217352;12.79055213780538;12.767770648776704;11.893301530860564;11.94800213097767;12.38505348834615;11.619302955415687;12.616089313582115;11.813781191217036;12.089781488353998;12.309192106959902;11.175549550636193;12.164906926675688;12.3292357417338;12.26883436934376;12.179909090014934;12.528942415064895;11.826548487290914;12.159871336778387;9.283088353024002;12.393658591454772;11.721953612801386;11.794415866350104;11.349834091457248;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
