TCGA-YL-A8SI-01A;TCGA-J4-A67L-01A;TCGA-KK-A7AP-01A;TCGA-VP-A872-01A;TCGA-KK-A7AU-01A;TCGA-KC-A4BN-01A;TCGA-VP-AA1N-01A;TCGA-XQ-A8TB-01A;TCGA-VP-A878-01A;TCGA-YL-A8HK-01A;TCGA-EJ-8472-01A;TCGA-EJ-7123-01A;TCGA-KK-A8I9-01A;TCGA-M7-A720-01A;TCGA-EJ-7791-01A;TCGA-EJ-5542-01A;TCGA-VP-A87B-01A;TCGA-EJ-5524-01A;TCGA-H9-7775-01A;TCGA-XK-AAIW-01A;TCGA-CH-5772-01A;TCGA-G9-6362-01A;TCGA-VN-A88R-01A;TCGA-HC-A8CY-01A;TCGA-YL-A8SH-01B;TCGA-HC-8216-01A;TCGA-QU-A6IP-01A;TCGA-V1-A9Z7-01A;TCGA-V1-A9OQ-01A;TCGA-HC-8265-01B;TCGA-G9-6364-01A;TCGA-KC-A7FA-01A;TCGA-HC-7738-01A;TCGA-J4-8198-01A;TCGA-HC-8262-01A;TCGA-4L-AA1F-01A;TCGA-EJ-7785-01A;TCGA-EJ-A6RC-01A;TCGA-EJ-5518-01A;TCGA-YL-A9WH-01A;TCGA-ZG-A9NI-01A;TCGA-ZG-A9MC-01A;TCGA-HC-7752-01A;TCGA-VP-A879-01A;TCGA-CH-5746-01A;TCGA-XJ-A9DI-01A;TCGA-KK-A6E7-01A;TCGA-CH-5752-01A;TCGA-HC-8256-01A;TCGA-XK-AAJA-01A;TCGA-J4-A83I-01A;TCGA-ZG-A9L9-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
11.122180901259751;12.89026427702111;11.957827560833744;11.518161355756956;12.141468555393084;10.842350343413807;12.192601049711952;10.874981347653774;11.273795599214264;11.229419688230417;12.282509306240836;11.701306461958623;11.357552004618084;11.543515216152167;12.09341756438796;9.970105890612182;10.88264304936184;10.963618617443972;11.36139553316589;11.494855584491198;9.834471049984222;11.405141463136344;11.8356556908398;11.461479447286155;11.340406490853294;11.741466986401146;11.663113308455806;11.3409627642517;10.868050853745158;7.348728154231077;10.735556023911537;11.73259143596501;11.813380386924727;11.53430288245463;11.339850002884624;11.25974326369078;11.29232163280204;11.743572188935634;12.008078410868256;12.223700075986306;10.93810932621924;10.7431513941125;11.817783121774534;11.21006248324023;10.921097088106793;10.795227966028678;13.387074919307222;10.860311054919482;11.45994384837493;12.172427508645482;11.26502894245816;11.279030136449649;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
12.150381968817848;11.14338321398982;13.332036548361652;11.86727873970966;12.549303368513575;12.199365616857982;12.037890085142507;12.678380065109115;12.50084187955693;12.90388184573618;12.972441366563537;13.373137035802127;12.121857245612654;12.832296678749884;13.83703654351734;13.230020435705637;12.11178773580101;12.955649907528374;12.878050912728536;12.67815995754276;11.39660478118186;11.7300455028792;11.205182326228645;13.224001674198105;12.252369767926028;12.027560482248775;11.753216749178955;12.445532219028312;10.722807531169549;11.788718332690458;12.567480801143043;12.12023787734196;13.183325224524612;13.439441334892786;12.757181632816716;12.43306376512207;13.92481250360578;12.830713256951874;13.748087998756109;12.26766453750112;11.548340287676147;12.843921051289035;11.658657792126084;12.638888382252262;13.183945471757246;12.554109152574004;11.668884984266247;13.11877889015452;12.338736382573916;13.032045726930807;12.99435343685886;11.305491792110685;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
4.643856189774724;6.599912842187128;5.247927513443585;6.066089190457772;6.475733430966398;5.087462841250339;7.022367813028454;5.584962500721156;5.169925001442312;7.108524456778169;7.569855608330948;6.539158811108031;5.357552004618084;4.807354922057604;7.321928094887363;6.6293566200796095;6.3750394313469245;6.392317422778761;5.614709844115208;9.5980525001616;4.857980995127572;5.20945336562895;5.392317422778761;5.906890595608519;6.357552004618084;5.906890595608519;5.78135971352466;7.179909090014935;4.0;2.584962500721156;4.169925001442312;5.169925001442312;7.266786540694901;5.169925001442312;6.321928094887363;6.754887502163468;7.0;6.539158811108031;7.761551232444479;7.499845887083206;6.523561956057013;6.442943495848728;3.807354922057604;5.087462841250339;6.584962500721156;5.357552004618084;7.330916878114617;7.857980995127572;6.189824558880018;6.714245517666122;5.491853096329675;6.569855608330948;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
8.285402218862249;8.098032082960527;7.022367813028454;6.523561956057013;4.392317422778761;8.294620748891628;8.826548487290914;7.20945336562895;7.330916878114617;8.011227255423254;6.794415866350106;7.870364719583405;6.906890595608519;8.049848549450562;9.824958740528524;8.7714894695006;10.99859042974533;8.129283016944967;8.422064766172813;12.67529549909406;6.954196310386875;7.787902559391432;6.9886846867721655;9.955649907528374;6.475733430966398;7.754887502163468;7.20945336562895;8.539158811108031;7.813781191217037;7.700439718141092;9.169925001442312;8.954196310386875;9.353146825498085;8.744833837499545;6.9886846867721655;8.507794640198696;9.45532722030456;9.184875342908285;7.977279923499917;5.672425341971495;8.59245703726808;7.189824558880018;10.42940674151398;8.027905996569885;8.294620748891628;5.882643049361842;6.965784284662087;11.963618617443972;11.62067804213541;8.011227255423254;11.572226512793694;6.169925001442312;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
3.0;2.807354922057604;0.0;3.700439718141092;0.0;1.584962500721156;2.0;3.321928094887362;3.0;3.906890595608519;5.700439718141092;3.0;3.700439718141092;9.257387842692651;7.357552004618084;4.954196310386875;4.169925001442312;3.321928094887362;4.087462841250339;6.169925001442312;2.584962500721156;2.321928094887362;1.0;4.169925001442312;3.169925001442312;1.584962500721156;6.700439718141092;4.392317422778761;1.0;2.0;2.321928094887362;2.807354922057604;2.584962500721156;5.247927513443585;4.643856189774724;5.0;4.807354922057604;4.523561956057013;3.807354922057604;1.584962500721156;2.584962500721156;3.807354922057604;1.0;7.169925001442312;4.321928094887363;3.0;2.807354922057604;1.584962500721156;6.087462841250339;2.584962500721156;3.700439718141092;0.0;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
11.44449728710381;11.030667136246942;11.089450481115907;10.725366257895642;11.739358707433396;10.984418458801136;11.675074920385445;11.216745858195306;11.42259043389256;11.491352073563435;11.698704666770343;12.702172685365548;10.953468962228849;11.501339618061396;12.686938171670388;12.463013413449692;11.759472121202831;12.285691191330091;11.873444112515376;12.211888294546004;11.228217442293436;10.231221180711186;12.32755264408124;11.98477446004684;11.567005370247031;12.203959703239462;10.558420713268664;11.470658874060552;10.14338321398982;10.91288933622996;11.47218311618954;11.173052457774116;12.186423797538945;12.12670447284319;11.824958740528524;11.380461065088973;12.294333559671829;11.6142497276894;12.948732239819616;11.957827560833744;11.028596777067108;11.50382573799575;10.4757334309664;11.161131882984307;11.958190183693738;10.79197682089869;12.094407633081207;12.06373212019692;11.928148216169037;12.411775775576528;11.7300455028792;10.539158811108033;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
0.0;2.0;7.754887502163468;1.0;3.0;2.321928094887362;0.0;1.0;4.169925001442312;0.0;1.0;1.0;2.584962500721156;4.321928094887363;1.0;0.0;0.0;1.0;0.0;2.0;0.0;2.584962500721156;0.0;1.584962500721156;0.0;0.0;0.0;0.0;0.0;0.0;1.584962500721156;0.0;0.0;0.0;1.0;1.0;1.584962500721156;0.0;1.0;1.0;0.0;2.321928094887362;0.0;1.0;1.0;1.584962500721156;1.0;2.321928094887362;0.0;1.584962500721156;1.584962500721156;1.584962500721156;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
10.286557761607956;9.691743519171276;8.022367813028454;8.900866807980748;8.79766152585376;10.166163082646111;12.021327032624372;9.550746785383245;11.37937836707126;10.559377090526684;10.553629293916364;11.410451351503994;9.96000193206808;12.100990784092762;12.526743742999686;10.71681946132995;7.882643049361842;10.827342704234116;9.5980525001616;6.149747119504682;10.225207436943505;6.491853096329675;7.562242424221073;8.727920454563199;9.76983784362944;10.85642552862553;10.377210530388552;7.409390936137702;10.410451351503994;10.321928094887362;10.779719355143405;8.199672344836364;11.4578938373147;10.850186837645774;11.225207436943505;8.271463027904375;12.305206759008724;10.811374693509942;10.199672344836364;7.266786540694901;8.927777962082342;11.192909219112012;6.599912842187128;11.355351096424812;12.010877723007034;11.971902746045467;9.7515440590891;7.820178962415188;10.091435386323608;10.36194377373524;9.519636252843211;9.590587049915037;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
12.52552080909507;11.360298426618046;10.274960472140602;11.619302955415687;9.86418614465428;10.767356854125683;12.762797262498232;11.873828574886977;11.887220615468385;12.16804526822409;11.560332834212442;11.753216749178955;11.68255574108031;12.164592716712368;13.7566605597295;12.276706019892432;10.44086916761087;12.329516067206534;12.422853195944263;9.914385132155443;10.54978466794786;9.894817763307945;10.266786540694902;11.203959703239462;11.616089313582115;10.790348496751914;11.670213636738564;12.44940661498558;11.015415052386688;10.004220466318197;12.453013354466314;11.443979542601252;12.572463389083676;12.882069831008142;11.921097088106793;13.351767443959892;13.178976011374523;13.020979938904212;13.007552934613717;10.877284133523196;11.978710459106358;11.814582465906277;10.33427328530719;12.2600374211066;12.06339508128851;11.56843119316746;11.326991174900815;12.403544678202014;11.330916878114618;12.223096690347695;11.70606426733497;12.075813377461454;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
12.2836671674915;13.062552139376775;12.246146774635864;11.972620862058744;12.64880694972577;12.217957697864112;12.155134454857755;11.86727873970966;12.5898851792902;12.360847084179664;11.879966079664356;12.98370619265935;11.967586527296072;12.849405100947758;13.256798386079389;12.271754805646474;12.422853195944263;12.073137383110383;12.528942415064895;11.93737382019215;10.952741247186488;10.57553924683453;11.859922972861758;12.26883436934376;12.275542556086725;12.068442416025826;12.089781488353998;12.246443717117286;11.339850002884624;8.823367240046235;11.977279923499916;12.213711798105672;12.78320289006439;12.637756945412145;12.373137035802127;11.834866038362016;12.57530287507339;12.791569912126878;13.182239149806843;12.243769031961852;11.7632123668144;11.869979332899964;11.571752643503546;12.473452088952232;12.568193653850074;11.893301530860564;12.524786550851609;12.305206759008724;12.307485448589476;12.531137741444716;12.347898144596012;11.664891669286089;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
