TCGA-HC-A6AP-01A;TCGA-CH-5748-01A;TCGA-FC-A6HD-01A;TCGA-HC-A76X-01A;TCGA-VP-A87K-01A;TCGA-KK-A8IA-01A;TCGA-KK-A8I6-01A;TCGA-EJ-A46D-01A;TCGA-EJ-7123-01A;TCGA-J9-A8CM-01A;TCGA-ZG-A9KY-01A;TCGA-V1-A8WV-01A;TCGA-EJ-7218-01B;TCGA-EJ-7788-01A;TCGA-EJ-7781-01A;TCGA-KK-A7B2-01A;TCGA-HC-A9TH-01A;TCGA-EJ-5521-01A;TCGA-CH-5754-01A;TCGA-EJ-5518-01A;TCGA-HC-A48F-01A;TCGA-EJ-5507-01A;TCGA-EJ-A8FP-01A;TCGA-V1-A9OH-01A;TCGA-VP-A879-01A;TCGA-HC-A76X-01A;TCGA-VP-A87D-01A;TCGA-EJ-A65E-01A;TCGA-TP-A8TT-01A;TCGA-EJ-7793-01A;TCGA-EJ-A46I-01A;TCGA-VN-A88L-01A;TCGA-G9-6498-01A;TCGA-EJ-7312-01B;TCGA-KK-A7AW-01A;TCGA-KK-A6E8-01A;TCGA-V1-A9OQ-01A;TCGA-YL-A9WL-01A;TCGA-G9-7523-01A;TCGA-G9-6361-01A;TCGA-HC-8213-01A;TCGA-EJ-A8FO-01A;TCGA-G9-6363-01A;TCGA-V1-A9OL-01A;TCGA-G9-6332-01A;TCGA-G9-A9S4-01A;TCGA-KK-A8I5-01A;TCGA-XK-AAK1-01A;TCGA-FC-A8O0-01A;TCGA-KC-A7FD-01A;TCGA-YL-A8S9-01A;TCGA-G9-6356-01A;TCGA-CH-5761-11A;TCGA-HC-7752-11A;TCGA-HC-8259-11A;TCGA-CH-5768-11A;TCGA-EJ-7784-11A;TCGA-EJ-7125-11A;TCGA-G9-6348-11A;TCGA-G9-6365-11A;TCGA-EJ-A8FO-11A;TCGA-G9-6384-11A;TCGA-HC-8262-11A;TCGA-EJ-7321-11A;TCGA-HC-7747-11A;TCGA-HC-7819-11A;TCGA-EJ-7793-11A;TCGA-HC-7745-11A;TCGA-CH-5769-11A;TCGA-G9-6342-11A;TCGA-EJ-7315-11A;TCGA-EJ-7330-11A;TCGA-EJ-7792-11A;TCGA-EJ-7314-11A;TCGA-HC-7740-11A;TCGA-EJ-7781-11A;TCGA-HC-7737-11A;TCGA-EJ-7123-11A;TCGA-EJ-7794-11A;TCGA-HC-7211-11A;TCGA-G9-6496-11A;TCGA-EJ-7783-11A;TCGA-HC-7738-11A;TCGA-CH-5767-11B;TCGA-EJ-7782-11A;TCGA-G9-6356-11A;TCGA-EJ-7331-11A;TCGA-HC-8258-11A;TCGA-G9-6499-11A;TCGA-EJ-7786-11A;TCGA-G9-6362-11A;TCGA-EJ-7797-11A;TCGA-G9-6351-11A;TCGA-EJ-7328-11A;TCGA-EJ-7327-11A;TCGA-HC-8260-11A;TCGA-G9-6363-11A;TCGA-J4-A83J-11A;TCGA-EJ-7789-11A;TCGA-EJ-7785-11A;TCGA-G9-6333-11A;TCGA-EJ-7115-11A;TCGA-EJ-7317-11A;TCGA-HC-7742-11A
12.585197295260024;10.321928094887362;12.654636028527968;11.89026427702111;11.815783544128184;11.9762060901486;11.644757592516257;11.079484783826816;11.701306461958623;11.61378946447258;11.6965329140783;11.538673953082668;12.1373113907009;11.426264754702098;11.205793249397155;11.787902559391432;11.851358649033513;12.593157658103;12.445790836048076;12.008078410868256;11.4757334309664;11.613329054371054;11.122827994807666;11.141468555393084;11.21006248324023;11.89026427702111;11.080817527608328;11.834075953434883;10.298062567719017;11.574120435009748;10.809768128710411;11.506803437795648;11.970824901362615;11.933690654952231;12.32333628928017;12.461990950585571;10.868050853745158;12.45763738099176;12.109830654278792;11.956013078088098;11.1006623390052;11.478769619475765;10.144658242831882;12.022367813028454;11.541096615349524;12.292896755409172;10.958552715431011;10.841564347730577;11.826945650415484;11.208234358339787;12.069785394983302;11.154818109052105;11.29978040285854;12.037890085142507;11.158609688214478;10.24436383512051;11.1767964781476;12.285980105928212;11.68650052718322;11.232420927176076;11.121533517340032;10.800899899920305;10.4655664048094;11.862249900851513;11.96686590038754;11.682116764950074;11.397674632948268;11.325305455089682;11.788310503700918;12.00982861736811;11.096056239180946;11.519144787997414;11.23421867823847;10.901621158346112;10.637530551525307;11.024447124040648;11.04916787237217;11.821773981970567;11.075479149488016;11.172427508645482;11.789126046425231;11.425215903299383;10.623881490013458;11.0566377151132;11.61240779313867;11.510764167917891;11.711666973564348;11.839597483021176;11.998942951443086;11.183015000882756;11.952741247186488;12.292033985499543;11.81658370778757;11.585901449690772;11.747353829478062;11.618844301766652;12.141468555393084;11.31628153174622;11.771902080697716;11.726218159332198;11.760719947465624;11.090112419664289;11.400879436282183;11.52845411076479
10.855647166027266;12.922212717785449;10.452241240430816;12.979961015222829;13.166476950816804;12.866506212226202;12.558898981146704;12.161131882984307;13.373137035802127;12.219773550892874;13.01227534485612;12.721740054213049;12.889503963411476;13.149111990706889;13.520864182988744;11.537218400538595;12.707359132080883;12.59898297103609;13.70033133854138;13.748087998756109;12.53016245322715;12.527965641133957;12.572463389083676;11.595723694101627;12.638888382252262;12.979961015222829;12.56843119316746;12.247927513443583;11.867664848380745;12.71681946132995;12.44759985827995;12.05697633617822;12.222191138456331;11.657765035265363;10.20212382383046;10.973697366305352;10.722807531169549;13.020806360724263;12.26532202423487;12.54617100226735;11.62890115202819;12.802516365121225;9.98299357469431;12.787902559391432;11.848231701093818;12.754887502163468;11.63117705570398;10.356451970221755;12.62159403901754;13.252221912938362;12.4241662888181;12.851749041416058;12.713171684314805;12.37232095486726;12.458150248057557;12.39231742277876;13.485703545284585;11.4757334309664;12.45404219747008;12.29318423075951;12.3701424794954;12.614939847310737;12.918304233699931;13.594907723063336;12.635037871183252;13.323477033150423;13.044052531801302;12.475480126595476;12.735344469539005;12.200898605038445;13.359200485133632;12.732167425663384;12.95383268214528;12.833483105659584;12.084476237453892;13.336367081389795;12.649256177517314;13.981834819231716;13.64227737850386;11.794821973331224;12.231821178657404;12.177108041703692;12.178976011374523;13.49460561567122;11.99929538702341;13.093087390444218;13.189824558880018;12.418116141207488;12.585197295260024;13.407267764244732;12.147204924942228;12.494855584491198;12.700656452918167;13.29246543494927;13.01314817145476;12.682116764950074;12.743782540330756;12.983528071165097;12.69261550169458;12.505315356136236;12.512740462803498;12.652396861477678;12.993999791792524;12.64250302878052
6.022367813028454;7.118941072723508;7.149747119504682;6.857980995127572;5.392317422778761;7.149747119504682;6.569855608330948;3.584962500721156;6.539158811108031;6.22881869049588;9.381542951184583;6.569855608330948;6.459431618637297;7.554588851677638;7.22881869049588;5.700439718141092;7.994353436858858;6.614709844115208;9.310612781659527;7.761551232444479;5.614709844115208;7.087462841250339;4.857980995127572;5.459431618637297;5.087462841250339;6.857980995127572;5.357552004618084;6.807354922057604;4.700439718141092;4.954196310386875;5.20945336562895;5.169925001442312;5.357552004618084;4.459431618637297;4.906890595608519;4.857980995127572;4.0;6.845490050944375;3.321928094887362;3.807354922057604;3.169925001442312;6.022367813028454;4.0;8.276124405274238;4.087462841250339;7.22881869049588;3.906890595608519;4.523561956057013;4.643856189774724;6.507794640198696;6.22881869049588;6.6293566200796095;6.409390936137702;5.672425341971495;4.954196310386875;3.169925001442312;6.066089190457772;4.700439718141092;5.20945336562895;5.643856189774724;5.672425341971495;3.906890595608519;5.614709844115208;5.78135971352466;2.807354922057604;5.129283016944966;4.700439718141092;1.584962500721156;8.787902559391432;5.78135971352466;6.857980995127572;6.189824558880018;5.426264754702098;5.807354922057604;3.700439718141092;5.426264754702098;2.807354922057604;3.584962500721156;6.794415866350106;0.0;4.247927513443585;3.700439718141092;1.0;7.839203788096944;6.0;6.658211482751795;5.392317422778761;0.0;6.022367813028454;4.807354922057604;6.599912842187128;4.807354922057604;3.807354922057604;5.129283016944966;5.285402218862249;3.169925001442312;6.965784284662087;5.977279923499917;6.20945336562895;5.044394119358453;4.087462841250339;5.247927513443585;4.247927513443585;4.247927513443585
9.134426320220928;8.939579214314692;9.487840033823051;8.357552004618084;6.7414669864011465;9.78135971352466;6.20945336562895;7.954196310386875;7.870364719583405;8.0;9.335390354693924;6.584962500721156;9.025139562278508;8.388017285345136;10.041659151637214;7.599912842187128;7.459431618637297;7.507794640198696;7.651051691178928;7.977279923499917;5.807354922057604;7.672425341971495;8.071462362556623;7.348728154231077;8.027905996569885;8.357552004618084;8.980139577639157;7.321928094887363;7.129283016944966;8.51175265376738;7.643856189774724;7.894817763307944;10.29117069932186;7.169925001442312;5.392317422778761;12.421801860469872;7.813781191217037;5.614709844115208;11.1357092861044;8.717676423066395;7.011227255423254;8.599912842187127;7.507794640198696;8.543031820255237;13.045930263291575;7.826548487290915;7.321928094887363;11.561287945164828;8.89178370321831;6.643856189774724;13.0911047583765;8.566054038171092;7.022367813028454;10.184875342908285;9.843921051289035;6.9886846867721655;8.915879378835774;10.557463701597824;10.1331422124006;8.118941072723507;8.409390936137703;8.326429487122303;7.622051819456376;9.368506461507693;9.231221180711186;8.577428828035748;9.573647187493322;9.517669388133813;6.727920454563199;7.98299357469431;10.947636937951827;10.48683502156305;9.271463027904376;10.181152256865566;8.129283016944967;11.423641195075856;9.019590728357882;11.070120944476823;9.368506461507693;6.78135971352466;9.654636028527968;9.571752643503546;9.485829308701904;9.586839787961829;8.807354922057604;7.546894459887636;10.987264012072538;7.330916878114617;8.581200581924957;10.850186837645774;8.98299357469431;11.635718120331047;8.661778097771988;11.359200485133632;9.558420713268664;8.599912842187127;7.971543553950772;8.539158811108031;9.550746785383245;10.823367240046236;8.022367813028454;8.92184093707449;8.098032082960527;8.179909090014934
3.4594316186372973;4.087462841250339;1.0;2.584962500721156;3.0;1.584962500721156;2.321928094887362;3.807354922057604;3.0;3.321928094887362;4.392317422778761;2.807354922057604;4.523561956057013;4.754887502163468;4.087462841250339;4.392317422778761;3.0;2.584962500721156;5.129283016944966;3.807354922057604;3.0;3.0;3.4594316186372973;1.0;7.169925001442312;2.584962500721156;3.584962500721156;5.087462841250339;2.807354922057604;0.0;5.169925001442312;2.584962500721156;5.78135971352466;2.807354922057604;0.0;1.584962500721156;1.0;2.0;6.129283016944966;3.0;0.0;3.321928094887362;2.584962500721156;2.807354922057604;0.0;1.584962500721156;2.807354922057604;2.807354922057604;4.584962500721156;3.700439718141092;1.0;5.523561956057013;4.954196310386875;5.0;5.285402218862249;7.257387842692652;4.643856189774724;4.169925001442312;5.523561956057013;8.60733031374961;6.894817763307944;3.169925001442312;4.906890595608519;4.857980995127572;3.169925001442312;4.700439718141092;4.523561956057013;3.584962500721156;2.321928094887362;4.906890595608519;6.409390936137702;5.700439718141092;6.9886846867721655;6.149747119504682;3.584962500721156;6.539158811108031;4.321928094887363;5.0;6.129283016944966;2.807354922057604;8.076815597050832;3.807354922057604;3.4594316186372973;5.392317422778761;5.554588851677638;5.78135971352466;5.392317422778761;3.0;1.584962500721156;6.643856189774724;3.4594316186372973;6.169925001442312;3.4594316186372973;6.044394119358453;4.169925001442312;4.954196310386875;6.832890014164741;7.599912842187128;6.247927513443585;5.78135971352466;7.924812503605781;5.491853096329675;5.20945336562895;3.169925001442312
10.88264304936184;12.13859179463752;10.849405100947758;11.944712061043486;11.50332885662666;12.314016703901355;11.395534135462302;10.769011321097016;12.702172685365548;10.568906154502084;12.600609852446706;10.42940674151398;12.079818085212354;12.167731741103244;12.532355925288847;10.488844346457336;12.4797802640291;12.042343379793692;12.930552554336137;12.948732239819616;12.205793249397155;12.349281228817452;11.23840473932508;10.89633240390994;11.161131882984307;11.944712061043486;11.393926675640415;11.956013078088098;10.642051692927977;11.875749351420056;11.078817949961978;10.00982861736811;11.230620933129869;11.244958393151132;9.78135971352466;11.348174867535556;10.14338321398982;11.589182967039353;11.220982851081777;11.54978466794786;11.432019846812493;11.69566329678802;10.524541715035848;12.88340698638837;11.395534135462302;10.617467465294196;10.901621158346112;10.83289001416474;11.114393054867309;11.032045726930807;11.94288099715904;11.471167133724393;11.349281228817452;10.977995368612962;12.11829223302699;11.321928094887362;12.260919533662904;11.615169813843602;11.072132604167232;11.541096615349524;10.94104760634058;11.391243589427445;11.355351096424812;12.29117069932186;11.767770648776704;12.153552031708111;12.026869205263395;11.022367813028454;11.616089313582115;11.879583249612784;11.814582465906277;11.35149140932002;11.68255574108031;11.671541066711884;11.171802288682985;11.643405277115674;11.580258567499788;12.330076554797458;11.852139328187244;11.016111838220512;10.880348808156027;10.793603309279408;11.199058823653022;12.146250445885986;11.841171189248543;11.79400964502097;12.118616689351509;11.62067804213541;11.714245517666123;12.042685372219353;10.817783121774534;12.026523442519766;11.562242424221072;11.600842114387302;12.734074491428045;11.849405100947758;12.177108041703692;11.295194955880657;12.122180901259751;11.805743872151618;11.13699111208023;11.665780028329484;12.456354415108288;11.77313920671969
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.807354922057604;1.584962500721156;0.0;3.321928094887362;0.0;2.321928094887362;2.0;1.0;2.807354922057604;1.0;4.247927513443585;1.584962500721156;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.584962500721156;1.0;3.4594316186372973;1.584962500721156;0.0;2.807354922057604;0.0;0.0;1.584962500721156;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.321928094887362;0.0;0.0;2.0;1.0;1.584962500721156;0.0;0.0;0.0;0.0;1.584962500721156;4.392317422778761;2.584962500721156;1.0;0.0;1.584962500721156;0.0;1.0;0.0;0.0;1.0;2.0;1.584962500721156;0.0;1.0;0.0;2.584962500721156;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.321928094887362;1.584962500721156;0.0;1.584962500721156;1.584962500721156;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
10.82097669262124;10.13699111208023;7.584962500721156;8.79766152585376;8.826548487290914;8.022367813028454;10.372865060112588;10.949097155729207;11.410451351503994;9.684748620421626;5.554588851677638;10.89178370321831;11.965423565810127;9.14210705730255;11.11699367754698;11.151650829973422;9.659995892429976;10.99081307915361;10.337621901992508;10.199672344836364;6.807354922057604;9.902375114486023;12.39794197197264;10.41679752760606;11.355351096424812;8.79766152585376;9.20945336562895;10.524541715035848;9.060695931687556;11.279610581052484;11.885696373339394;9.566054038171092;8.554588851677638;9.328674927327947;7.499845887083206;10.020979938904212;10.410451351503994;7.651051691178928;10.536247215688128;10.066089190457772;8.447083226209653;11.52943055414615;8.51175265376738;9.290018846932618;8.994353436858859;10.333155350310616;8.339850002884624;7.266786540694901;12.060358182642142;8.59245703726808;11.02997734658958;12.297776062894147;12.578844391558205;11.749450465569916;12.363587246524578;11.643405277115674;12.985130373466898;11.762382038710392;11.922584402713664;12.702389159976336;11.980139577639155;12.242578689451346;12.660664477461278;12.60130652612184;12.619990662606378;12.63594479878872;12.233020426474496;12.615399743725495;10.377210530388552;12.044052531801302;12.259449046285685;12.118616689351509;12.62844554013718;12.078484417411447;11.929258408636972;12.602698865017963;12.954014507722544;13.333155350310616;13.065752701816972;11.28886607416582;12.014369242235135;11.985486199104637;12.332036548361652;13.652284811845306;12.2836671674915;12.60408986146918;11.916999049082808;12.566291930007871;11.855647166027266;12.02997734658958;8.661778097771988;12.12023787734196;12.202429966015352;12.14974711950468;11.888362741170644;12.700656452918167;11.57553924683453;12.35397382181817;12.717676423066395;12.261213451366048;12.506307581100309;12.53818893205242;11.839597483021176;12.06373212019692
11.752798758435516;11.446566409066069;9.7632123668144;12.14051027236822;10.707359132080883;11.068778277985412;11.30149619498255;11.395534135462302;11.753216749178955;12.120561896442904;11.339850002884624;10.96000193206808;12.24555270625568;12.653292945382814;12.41336348121097;11.508289986140348;11.99964773652837;12.009128789539256;12.252074042796185;13.007552934613717;11.216745858195306;11.295194955880657;12.16333519208196;11.055960234452296;12.2600374211066;12.14051027236822;11.158609688214478;10.953468962228849;10.715961990255144;12.036860446673046;11.830119025444516;12.095726668639047;12.711021616791836;10.693486957499324;9.036173612553483;10.40832974076739;11.015415052386688;11.486332252768664;14.073555834556563;12.483815777264256;10.539158811108033;11.837627933171404;9.88264304936184;11.230620933129869;10.019590728357882;10.390168956200185;11.105908508571158;9.623881490013458;12.460711852141213;11.179287104646004;10.373952655370193;12.56081046872794;11.390706372872774;13.48167331644727;13.237508748172656;11.10459875356437;12.826349864720092;11.834471049984222;13.511382050937696;12.187042714339894;13.14433959124784;13.121695390556573;11.771902080697716;13.095726668639047;11.820178962415188;13.00544911354693;13.451855028397755;13.124606006959192;12.107870914279614;12.147204924942228;13.52833200886121;13.30435132166324;12.841760886800548;13.102139753410698;11.499845887083206;14.28886607416582;11.900112062977456;15.339467292852603;13.322209843748894;10.122827994807666;13.229269462266736;14.05604493693527;12.04814625421956;12.508289986140348;11.79766152585376;10.470658874060552;13.550867004960905;10.99859042974533;13.027387694052765;13.930275335112052;11.59618975614441;13.532964631698826;12.618614920250804;14.245404150930328;12.43514933836693;12.637756945412145;12.850382205652153;12.950191349972702;12.46326891598129;13.220378327695228;12.865539970785695;12.33063682472329;12.58941707576861;12.052568050804153
12.55098721452152;12.43280285635187;12.31599862262856;12.697619199078714;12.409125710465316;12.309192106959902;12.386940245324311;11.99682652802066;12.98370619265935;12.412305204955272;12.921097088106793;11.594791118089264;13.059344460824423;12.469641817239516;12.634357301137976;12.490600213019594;12.552188759557149;13.239598529249124;13.29920801838728;13.182239149806843;12.157978449945432;12.284534954008423;12.3157156580222;11.53818893205242;12.473452088952232;12.697619199078714;11.707359132080883;12.46352437327118;11.557463701597824;12.891024190149498;12.207929445511668;11.679040186393062;12.45455634396194;12.5262546938286;12.59105477403678;11.78340754217352;11.339850002884624;12.610332801911134;12.020632761657708;12.001760028327215;11.785452468158542;12.526988205432009;10.517669388133813;12.392585756275468;12.523561956057012;11.4655664048094;11.741466986401146;11.538673953082668;12.12605911607068;12.479527669256347;11.724087461793989;12.404609397837712;12.619073646817748;12.130892269806624;13.11699367754698;11.741466986401146;12.692179576312538;12.51668494930961;12.613559277788264;13.023061249735337;11.97656412341533;13.046612469258132;12.228518097716194;13.242280950302444;12.363860976729532;13.13651056079364;12.89822347121556;12.061708704660624;12.521600439723729;12.791162888555018;12.298349015658186;12.3188252203997;12.4797802640291;12.096056239180946;11.42678889459556;12.037890085142507;12.079151405421891;13.02997734658958;12.44475608969503;11.67065624911844;12.107217075591382;11.90350531042388;11.57790083688697;13.254733389246674;12.326991174900815;13.290594888082572;12.803727526553114;12.219168520462162;11.754887502163468;12.480032814583948;10.93810932621924;12.652620934638165;12.779719355143405;12.526499239136566;13.111950706153165;12.933506249629444;12.746304367701304;12.723234300893376;12.84313591111135;12.4578938373147;12.633449374713493;12.557463701597824;12.687594389576123;12.717676423066395
